sid,id,category,polarity
213:1,213:1:0,DISPLAY#QUALITY,negative
213:1,213:1:1,DISPLAY#OPERATION_PERFORMANCE,negative
213:2,213:2:0,SUPPORT#MISCELLANEOUS,negative
213:3,213:3:0,SUPPORT#QUALITY,negative
213:4,213:4:0,SUPPORT#QUALITY,negative
213:5,213:5:0,SUPPORT#QUALITY,negative
213:6,213:6:0,SUPPORT#QUALITY,negative
213:7,213:7:0,SUPPORT#QUALITY,negative
213:8,213:8:0,SUPPORT#QUALITY,negative
213:10,213:10:0,SUPPORT#QUALITY,negative
213:12,213:12:0,SUPPORT#QUALITY,negative
213:13,213:13:0,SUPPORT#QUALITY,negative
213:14,213:14:0,SUPPORT#QUALITY,negative
213:15,213:15:0,SUPPORT#QUALITY,negative
16:0,16:0:0,LAPTOP#QUALITY,negative
16:1,16:1:0,LAPTOP#QUALITY,negative
16:1,16:1:1,LAPTOP#MISCELLANEOUS,negative
16:2,16:2:0,SUPPORT#QUALITY,negative
16:3,16:3:0,SUPPORT#QUALITY,negative
16:4,16:4:0,COMPANY#GENERAL,negative
40:0,40:0:0,COMPANY#GENERAL,positive
40:2,40:2:0,LAPTOP#GENERAL,positive
40:3,40:3:0,LAPTOP#USABILITY,positive
40:4,40:4:0,LAPTOP#USABILITY,positive
40:4,40:4:1,LAPTOP#OPERATION_PERFORMANCE,positive
40:5,40:5:0,LAPTOP#QUALITY,positive
40:6,40:6:0,LAPTOP#MISCELLANEOUS,neutral
40:8,40:8:0,LAPTOP#QUALITY,positive
40:9,40:9:0,BATTERY#QUALITY,neutral
40:9,40:9:1,BATTERY#OPERATION_PERFORMANCE,positive
40:10,40:10:0,LAPTOP#USABILITY,positive
40:10,40:10:1,LAPTOP#DESIGN_FEATURES,positive
40:10,40:10:2,LAPTOP#GENERAL,positive
40:11,40:11:0,LAPTOP#MISCELLANEOUS,positive
40:11,40:11:1,LAPTOP#QUALITY,positive
40:11,40:11:2,LAPTOP#USABILITY,positive
394:1,394:1:0,LAPTOP#GENERAL,positive
394:5,394:5:0,LAPTOP#PRICE,positive
394:5,394:5:1,LAPTOP#DESIGN_FEATURES,positive
394:6,394:6:0,DISPLAY#QUALITY,positive
394:6,394:6:1,KEYBOARD#GENERAL,positive
394:7,394:7:0,KEYBOARD#DESIGN_FEATURES,positive
394:7,394:7:1,KEYBOARD#USABILITY,positive
394:8,394:8:0,BATTERY#OPERATION_PERFORMANCE,positive
394:9,394:9:0,LAPTOP#QUALITY,positive
394:10,394:10:0,CPU#QUALITY,positive
394:11,394:11:0,LAPTOP#DESIGN_FEATURES,negative
394:11,394:11:1,SOFTWARE#GENERAL,negative
394:12,394:12:0,LAPTOP#DESIGN_FEATURES,negative
394:13,394:13:0,SOFTWARE#GENERAL,negative
394:13,394:13:1,LAPTOP#OPERATION_PERFORMANCE,neutral
394:14,394:14:0,LAPTOP#MISCELLANEOUS,negative
394:15,394:15:0,LAPTOP#MISCELLANEOUS,neutral
394:15,394:15:1,GRAPHICS#DESIGN_FEATURES,neutral
394:16,394:16:0,LAPTOP#GENERAL,positive
386:0,386:0:0,LAPTOP#GENERAL,positive
386:0,386:0:1,LAPTOP#PRICE,neutral
386:0,386:0:2,LAPTOP#OPERATION_PERFORMANCE,positive
386:1,386:1:0,LAPTOP#DESIGN_FEATURES,positive
386:1,386:1:1,LAPTOP#PORTABILITY,positive
386:2,386:2:0,BATTERY#OPERATION_PERFORMANCE,negative
386:3,386:3:0,LAPTOP#USABILITY,negative
381:1,381:1:0,LAPTOP#GENERAL,positive
381:2,381:2:0,BATTERY#OPERATION_PERFORMANCE,negative
381:3,381:3:0,BATTERY#OPERATION_PERFORMANCE,negative
381:4,381:4:0,LAPTOP#DESIGN_FEATURES,positive
174:0,174:0:0,LAPTOP#GENERAL,positive
174:1,174:1:0,LAPTOP#DESIGN_FEATURES,positive
174:1,174:1:1,BATTERY#OPERATION_PERFORMANCE,positive
174:1,174:1:2,LAPTOP#MISCELLANEOUS,positive
211:0,211:0:0,LAPTOP#GENERAL,negative
211:1,211:1:0,LAPTOP#MISCELLANEOUS,negative
211:3,211:3:0,LAPTOP#GENERAL,negative
211:4,211:4:0,LAPTOP#GENERAL,negative
131:0,131:0:0,COMPANY#GENERAL,negative
131:1,131:1:0,COMPANY#GENERAL,negative
143:0,143:0:0,LAPTOP#QUALITY,negative
143:1,143:1:0,COMPANY#GENERAL,negative
143:1,143:1:1,LAPTOP#QUALITY,negative
143:3,143:3:0,DISPLAY#QUALITY,negative
162:0,162:0:0,LAPTOP#DESIGN_FEATURES,positive
204:2,204:2:0,LAPTOP#GENERAL,positive
204:3,204:3:0,LAPTOP#GENERAL,positive
204:4,204:4:0,LAPTOP#USABILITY,positive
204:4,204:4:1,DISPLAY#QUALITY,positive
204:4,204:4:2,LAPTOP#DESIGN_FEATURES,positive
207:0,207:0:0,LAPTOP#GENERAL,positive
207:2,207:2:0,LAPTOP#MISCELLANEOUS,positive
236:0,236:0:0,LAPTOP#DESIGN_FEATURES,positive
236:0,236:0:1,LAPTOP#USABILITY,positive
286:0,286:0:0,BATTERY#OPERATION_PERFORMANCE,positive
286:0,286:0:1,LAPTOP#DESIGN_FEATURES,positive
286:0,286:0:2,LAPTOP#OPERATION_PERFORMANCE,positive
286:0,286:0:3,LAPTOP#MISCELLANEOUS,positive
286:2,286:2:0,LAPTOP#QUALITY,positive
286:2,286:2:1,LAPTOP#GENERAL,positive
286:3,286:3:0,LAPTOP#MISCELLANEOUS,neutral
280:0,280:0:0,OS#DESIGN_FEATURES,positive
280:0,280:0:1,OS#OPERATION_PERFORMANCE,positive
280:1,280:1:0,BATTERY#OPERATION_PERFORMANCE,neutral
280:1,280:1:1,LAPTOP#GENERAL,positive
281:0,281:0:0,LAPTOP#GENERAL,positive
281:0,281:0:1,LAPTOP#DESIGN_FEATURES,positive
281:1,281:1:0,LAPTOP#PORTABILITY,positive
282:0,282:0:0,LAPTOP#GENERAL,positive
282:1,282:1:0,BATTERY#OPERATION_PERFORMANCE,positive
282:1,282:1:1,LAPTOP#OPERATION_PERFORMANCE,positive
282:1,282:1:2,MEMORY#DESIGN_FEATURES,neutral
282:2,282:2:0,OS#GENERAL,negative
179:0,179:0:0,LAPTOP#OPERATION_PERFORMANCE,positive
179:1,179:1:0,LAPTOP#GENERAL,positive
179:1,179:1:1,LAPTOP#MISCELLANEOUS,positive
179:2,179:2:0,LAPTOP#OPERATION_PERFORMANCE,positive
179:2,179:2:1,LAPTOP#QUALITY,positive
336:0,336:0:0,BATTERY#OPERATION_PERFORMANCE,negative
336:1,336:1:0,MOUSE#OPERATION_PERFORMANCE,neutral
336:1,336:1:1,LAPTOP#DESIGN_FEATURES,negative
336:2,336:2:0,LAPTOP#GENERAL,positive
336:3,336:3:0,LAPTOP#USABILITY,positive
336:3,336:3:1,LAPTOP#DESIGN_FEATURES,positive
336:3,336:3:2,LAPTOP#PORTABILITY,positive
337:0,337:0:0,LAPTOP#GENERAL,positive
337:0,337:0:1,LAPTOP#DESIGN_FEATURES,positive
337:0,337:0:2,COMPANY#GENERAL,positive
337:1,337:1:0,LAPTOP#DESIGN_FEATURES,neutral
337:2,337:2:0,LAPTOP#USABILITY,negative
337:3,337:3:0,LAPTOP#USABILITY,negative
337:4,337:4:0,LAPTOP#GENERAL,positive
340:0,340:0:0,LAPTOP#GENERAL,positive
340:0,340:0:1,LAPTOP#PRICE,neutral
340:1,340:1:0,DISPLAY#GENERAL,positive
340:1,340:1:1,LAPTOP#OPERATION_PERFORMANCE,positive
340:2,340:2:0,MULTIMEDIA_DEVICES#QUALITY,positive
340:3,340:3:0,LAPTOP#USABILITY,positive
340:4,340:4:0,LAPTOP#MISCELLANEOUS,positive
365:1,365:1:0,SOFTWARE#GENERAL,positive
365:3,365:3:0,LAPTOP#GENERAL,positive
358:0,358:0:0,LAPTOP#OPERATION_PERFORMANCE,positive
358:0,358:0:1,LAPTOP#PRICE,positive
358:1,358:1:0,LAPTOP#MISCELLANEOUS,positive
358:2,358:2:0,LAPTOP#DESIGN_FEATURES,neutral
358:2,358:2:1,LAPTOP#GENERAL,positive
355:0,355:0:0,LAPTOP#DESIGN_FEATURES,positive
355:1,355:1:0,LAPTOP#OPERATION_PERFORMANCE,positive
355:2,355:2:0,LAPTOP#MISCELLANEOUS,positive
355:4,355:4:0,LAPTOP#GENERAL,positive
353:1,353:1:0,LAPTOP#GENERAL,positive
353:2,353:2:0,SOFTWARE#MISCELLANEOUS,negative
353:2,353:2:1,BATTERY#OPERATION_PERFORMANCE,negative
353:2,353:2:2,LAPTOP#DESIGN_FEATURES,negative
353:2,353:2:3,LAPTOP#GENERAL,positive
353:3,353:3:0,LAPTOP#OPERATION_PERFORMANCE,positive
353:3,353:3:1,DISPLAY#QUALITY,positive
353:4,353:4:0,KEYBOARD#DESIGN_FEATURES,negative
295:0,295:0:0,LAPTOP#GENERAL,positive
295:0,295:0:1,LAPTOP#QUALITY,neutral
344:1,344:1:0,LAPTOP#DESIGN_FEATURES,positive
344:1,344:1:1,LAPTOP#CONNECTIVITY,positive
344:2,344:2:0,LAPTOP#CONNECTIVITY,positive
344:3,344:3:0,DISPLAY#QUALITY,negative
344:3,344:3:1,MOUSE#USABILITY,neutral
345:0,345:0:0,LAPTOP#GENERAL,positive
345:0,345:0:1,LAPTOP#PRICE,neutral
345:1,345:1:0,KEYBOARD#DESIGN_FEATURES,negative
345:2,345:2:0,MULTIMEDIA_DEVICES#GENERAL,negative
345:2,345:2:1,MULTIMEDIA_DEVICES#QUALITY,negative
345:3,345:3:0,KEYBOARD#GENERAL,neutral
345:3,345:3:1,LAPTOP#QUALITY,negative
341:0,341:0:0,LAPTOP#GENERAL,positive
341:0,341:0:1,LAPTOP#DESIGN_FEATURES,positive
341:0,341:0:2,OS#GENERAL,positive
341:1,341:1:0,BATTERY#OPERATION_PERFORMANCE,positive
341:1,341:1:1,BATTERY#QUALITY,positive
341:2,341:2:0,LAPTOP#DESIGN_FEATURES,positive
341:2,341:2:1,LAPTOP#QUALITY,positive
341:3,341:3:0,LAPTOP#GENERAL,positive
334:0,334:0:0,LAPTOP#USABILITY,negative
334:1,334:1:0,LAPTOP#USABILITY,negative
334:2,334:2:0,SOFTWARE#QUALITY,negative
334:3,334:3:0,LAPTOP#GENERAL,negative
327:0,327:0:0,LAPTOP#DESIGN_FEATURES,negative
327:1,327:1:0,MOUSE#OPERATION_PERFORMANCE,negative
327:2,327:2:0,SUPPORT#QUALITY,positive
327:3,327:3:0,SUPPORT#QUALITY,positive
329:0,329:0:0,LAPTOP#GENERAL,positive
329:0,329:0:1,LAPTOP#PRICE,neutral
329:1,329:1:0,LAPTOP#USABILITY,positive
329:2,329:2:0,LAPTOP#DESIGN_FEATURES,negative
329:3,329:3:0,LAPTOP#DESIGN_FEATURES,negative
329:4,329:4:0,OS#USABILITY,negative
329:5,329:5:0,KEYBOARD#OPERATION_PERFORMANCE,negative
329:5,329:5:1,KEYBOARD#QUALITY,negative
329:6,329:6:0,LAPTOP#DESIGN_FEATURES,positive
329:7,329:7:0,LAPTOP#OPERATION_PERFORMANCE,positive
333:0,333:0:0,LAPTOP#QUALITY,positive
333:0,333:0:1,LAPTOP#OPERATION_PERFORMANCE,positive
333:0,333:0:2,LAPTOP#PRICE,neutral
333:1,333:1:0,GRAPHICS#QUALITY,positive
333:1,333:1:1,LAPTOP#CONNECTIVITY,positive
333:2,333:2:0,LAPTOP#OPERATION_PERFORMANCE,negative
333:2,333:2:1,MEMORY#DESIGN_FEATURES,neutral
333:3,333:3:0,MULTIMEDIA_DEVICES#DESIGN_FEATURES,negative
5:0,5:0:0,LAPTOP#DESIGN_FEATURES,positive
5:0,5:0:1,LAPTOP#PORTABILITY,positive
5:1,5:1:0,LAPTOP#DESIGN_FEATURES,positive
5:2,5:2:0,OS#GENERAL,positive
5:2,5:2:1,OS#USABILITY,neutral
5:3,5:3:0,BATTERY#OPERATION_PERFORMANCE,positive
5:3,5:3:1,LAPTOP#USABILITY,positive
5:4,5:4:0,LAPTOP#USABILITY,positive
5:5,5:5:0,LAPTOP#USABILITY,positive
5:6,5:6:0,MOUSE#OPERATION_PERFORMANCE,negative
5:7,5:7:0,KEYBOARD#GENERAL,positive
5:7,5:7:1,KEYBOARD#QUALITY,positive
5:8,5:8:0,DISPLAY#QUALITY,positive
5:8,5:8:1,DISPLAY#DESIGN_FEATURES,neutral
47:0,47:0:0,LAPTOP#GENERAL,positive
47:0,47:0:1,LAPTOP#DESIGN_FEATURES,positive
47:0,47:0:2,LAPTOP#PORTABILITY,positive
47:1,47:1:0,BATTERY#OPERATION_PERFORMANCE,positive
47:2,47:2:0,OS#OPERATION_PERFORMANCE,positive
47:3,47:3:0,LAPTOP#GENERAL,positive
46:0,46:0:0,LAPTOP#GENERAL,positive
46:0,46:0:1,LAPTOP#PRICE,negative
46:2,46:2:0,GRAPHICS#GENERAL,positive
46:2,46:2:1,LAPTOP#DESIGN_FEATURES,positive
46:2,46:2:2,SOFTWARE#GENERAL,positive
46:3,46:3:0,LAPTOP#PRICE,negative
298:0,298:0:0,LAPTOP#GENERAL,positive
298:0,298:0:1,LAPTOP#PRICE,neutral
298:1,298:1:0,HARD_DISC#DESIGN_FEATURES,positive
298:1,298:1:1,GRAPHICS#GENERAL,positive
298:2,298:2:0,LAPTOP#GENERAL,positive
298:3,298:3:0,LAPTOP#USABILITY,positive
298:4,298:4:0,LAPTOP#GENERAL,positive
393:2,393:2:0,LAPTOP#MISCELLANEOUS,positive
393:3,393:3:0,DISPLAY#GENERAL,positive
393:3,393:3:1,DISPLAY#QUALITY,positive
393:3,393:3:2,KEYBOARD#QUALITY,positive
393:3,393:3:3,LAPTOP#DESIGN_FEATURES,positive
393:4,393:4:0,LAPTOP#GENERAL,positive
393:5,393:5:0,LAPTOP#PRICE,positive
393:6,393:6:0,LAPTOP#QUALITY,positive
393:6,393:6:1,LAPTOP#DESIGN_FEATURES,positive
393:6,393:6:2,LAPTOP#PRICE,positive
393:7,393:7:0,LAPTOP#GENERAL,positive
393:8,393:8:0,LAPTOP#GENERAL,positive
201:0,201:0:0,LAPTOP#GENERAL,positive
201:2,201:2:0,LAPTOP#GENERAL,positive
201:3,201:3:0,LAPTOP#MISCELLANEOUS,positive
201:4,201:4:0,LAPTOP#DESIGN_FEATURES,positive
201:4,201:4:1,LAPTOP#USABILITY,positive
201:5,201:5:0,MEMORY#DESIGN_FEATURES,positive
201:5,201:5:1,BATTERY#OPERATION_PERFORMANCE,positive
201:6,201:6:0,LAPTOP#DESIGN_FEATURES,positive
201:6,201:6:1,BATTERY#OPERATION_PERFORMANCE,positive
201:7,201:7:0,LAPTOP#DESIGN_FEATURES,positive
201:7,201:7:1,LAPTOP#PORTABILITY,positive
201:8,201:8:0,SOFTWARE#MISCELLANEOUS,positive
201:9,201:9:0,LAPTOP#CONNECTIVITY,positive
274:2,274:2:0,LAPTOP#OPERATION_PERFORMANCE,positive
274:3,274:3:0,DISPLAY#QUALITY,positive
274:3,274:3:1,KEYBOARD#USABILITY,positive
274:5,274:5:0,LAPTOP#GENERAL,positive
262:0,262:0:0,GRAPHICS#GENERAL,positive
262:1,262:1:0,LAPTOP#MISCELLANEOUS,positive
262:2,262:2:0,LAPTOP#GENERAL,positive
262:3,262:3:0,LAPTOP#USABILITY,positive
262:4,262:4:0,LAPTOP#DESIGN_FEATURES,positive
262:4,262:4:1,SOFTWARE#GENERAL,positive
262:5,262:5:0,SOFTWARE#USABILITY,positive
262:6,262:6:0,SOFTWARE#DESIGN_FEATURES,positive
262:6,262:6:1,SOFTWARE#USABILITY,positive
262:7,262:7:0,SOFTWARE#USABILITY,positive
262:8,262:8:0,SOFTWARE#MISCELLANEOUS,positive
262:9,262:9:0,SOFTWARE#USABILITY,positive
262:10,262:10:0,SOFTWARE#DESIGN_FEATURES,positive
262:11,262:11:0,LAPTOP#QUALITY,positive
231:0,231:0:0,LAPTOP#GENERAL,negative
231:1,231:1:0,COMPANY#GENERAL,negative
231:1,231:1:1,LAPTOP#OPERATION_PERFORMANCE,negative
231:1,231:1:2,SUPPORT#QUALITY,negative
231:2,231:2:0,LAPTOP#OPERATION_PERFORMANCE,negative
231:2,231:2:1,LAPTOP#QUALITY,negative
231:3,231:3:0,LAPTOP#CONNECTIVITY,negative
231:4,231:4:0,OS#QUALITY,negative
231:4,231:4:1,OS#OPERATION_PERFORMANCE,negative
231:5,231:5:0,SUPPORT#QUALITY,negative
231:6,231:6:0,LAPTOP#QUALITY,negative
231:7,231:7:0,LAPTOP#GENERAL,negative
231:8,231:8:0,LAPTOP#GENERAL,negative
231:9,231:9:0,LAPTOP#GENERAL,negative
231:10,231:10:0,LAPTOP#GENERAL,negative
379:0,379:0:0,LAPTOP#USABILITY,positive
379:1,379:1:0,LAPTOP#GENERAL,positive
379:1,379:1:1,LAPTOP#PRICE,positive
37:0,37:0:0,LAPTOP#GENERAL,positive
37:1,37:1:0,LAPTOP#OPERATION_PERFORMANCE,positive
320:1,320:1:0,LAPTOP#QUALITY,negative
320:1,320:1:1,LAPTOP#GENERAL,negative
320:2,320:2:0,COMPANY#GENERAL,negative
320:3,320:3:0,LAPTOP#GENERAL,negative
319:0,319:0:0,LAPTOP#GENERAL,positive
319:0,319:0:1,LAPTOP#PRICE,neutral
319:2,319:2:0,LAPTOP#GENERAL,positive
319:3,319:3:0,LAPTOP#GENERAL,positive
319:4,319:4:0,LAPTOP#QUALITY,negative
319:5,319:5:0,LAPTOP#GENERAL,positive
319:5,319:5:1,LAPTOP#PRICE,positive
307:1,307:1:0,LAPTOP#GENERAL,positive
307:2,307:2:0,LAPTOP#GENERAL,positive
307:2,307:2:1,LAPTOP#DESIGN_FEATURES,positive
307:3,307:3:0,DISPLAY#DESIGN_FEATURES,positive
307:5,307:5:0,KEYBOARD#USABILITY,positive
307:5,307:5:1,KEYBOARD#QUALITY,positive
307:5,307:5:2,KEYBOARD#DESIGN_FEATURES,positive
307:6,307:6:0,LAPTOP#GENERAL,positive
307:8,307:8:0,SOFTWARE#USABILITY,positive
307:8,307:8:1,SOFTWARE#DESIGN_FEATURES,neutral
307:8,307:8:2,SOFTWARE#OPERATION_PERFORMANCE,neutral
306:0,306:0:0,LAPTOP#DESIGN_FEATURES,positive
306:0,306:0:1,LAPTOP#PORTABILITY,positive
306:1,306:1:0,BATTERY#OPERATION_PERFORMANCE,positive
306:2,306:2:0,LAPTOP#USABILITY,neutral
306:2,306:2:1,LAPTOP#OPERATION_PERFORMANCE,positive
306:3,306:3:0,MOUSE#OPERATION_PERFORMANCE,positive
306:5,306:5:0,LAPTOP#PORTABILITY,positive
306:5,306:5:1,LAPTOP#OPERATION_PERFORMANCE,positive
306:5,306:5:2,LAPTOP#MISCELLANEOUS,positive
306:6,306:6:0,DISPLAY#DESIGN_FEATURES,negative
306:7,306:7:0,SOFTWARE#DESIGN_FEATURES,neutral
3:2,3:2:0,LAPTOP#DESIGN_FEATURES,positive
3:2,3:2:1,OS#USABILITY,positive
3:2,3:2:2,LAPTOP#USABILITY,positive
3:3,3:3:0,LAPTOP#GENERAL,positive
312:0,312:0:0,LAPTOP#MISCELLANEOUS,positive
312:1,312:1:0,LAPTOP#MISCELLANEOUS,positive
312:2,312:2:0,LAPTOP#OPERATION_PERFORMANCE,positive
312:2,312:2:1,BATTERY#OPERATION_PERFORMANCE,positive
312:3,312:3:0,MULTIMEDIA_DEVICES#QUALITY,negative
312:4,312:4:0,LAPTOP#GENERAL,positive
312:4,312:4:1,MEMORY#DESIGN_FEATURES,neutral
390:0,390:0:0,LAPTOP#DESIGN_FEATURES,positive
390:1,390:1:0,MEMORY#DESIGN_FEATURES,negative
390:1,390:1:1,LAPTOP#OPERATION_PERFORMANCE,negative
390:2,390:2:0,COMPANY#GENERAL,positive
390:3,390:3:0,LAPTOP#GENERAL,positive
389:0,389:0:0,LAPTOP#GENERAL,positive
389:1,389:1:0,LAPTOP#DESIGN_FEATURES,neutral
389:1,389:1:1,LAPTOP#OPERATION_PERFORMANCE,positive
389:2,389:2:0,LAPTOP#MISCELLANEOUS,positive
389:3,389:3:0,LAPTOP#OPERATION_PERFORMANCE,positive
389:4,389:4:0,LAPTOP#GENERAL,positive
389:4,389:4:1,COMPANY#GENERAL,positive
370:0,370:0:0,LAPTOP#GENERAL,positive
370:0,370:0:1,LAPTOP#PRICE,neutral
370:1,370:1:0,LAPTOP#OPERATION_PERFORMANCE,positive
370:1,370:1:1,LAPTOP#GENERAL,positive
370:2,370:2:0,LAPTOP#DESIGN_FEATURES,neutral
370:2,370:2:1,LAPTOP#PRICE,neutral
370:4,370:4:0,LAPTOP#MISCELLANEOUS,positive
115:1,115:1:0,LAPTOP#GENERAL,positive
115:1,115:1:1,SUPPORT#QUALITY,negative
115:2,115:2:0,SUPPORT#QUALITY,negative
115:5,115:5:0,SUPPORT#QUALITY,negative
115:6,115:6:0,SUPPORT#QUALITY,negative
115:7,115:7:0,KEYBOARD#QUALITY,negative
115:7,115:7:1,KEYBOARD#OPERATION_PERFORMANCE,negative
115:8,115:8:0,POWER_SUPPLY#QUALITY,negative
115:12,115:12:0,POWER_SUPPLY#QUALITY,negative
115:13,115:13:0,POWER_SUPPLY#QUALITY,negative
12:0,12:0:0,LAPTOP#OPERATION_PERFORMANCE,positive
12:1,12:1:0,LAPTOP#GENERAL,positive
12:1,12:1:1,LAPTOP#QUALITY,positive
12:2,12:2:0,LAPTOP#MISCELLANEOUS,positive
12:3,12:3:0,LAPTOP#GENERAL,positive
168:0,168:0:0,LAPTOP#GENERAL,positive
168:0,168:0:1,LAPTOP#MISCELLANEOUS,positive
168:1,168:1:0,LAPTOP#DESIGN_FEATURES,positive
168:1,168:1:1,MULTIMEDIA_DEVICES#GENERAL,positive
168:1,168:1:2,SOFTWARE#OPERATION_PERFORMANCE,positive
168:2,168:2:0,LAPTOP#GENERAL,positive
168:3,168:3:0,OS#GENERAL,neutral
168:4,168:4:0,OS#GENERAL,negative
168:4,168:4:1,LAPTOP#PRICE,positive
168:4,168:4:2,LAPTOP#OPERATION_PERFORMANCE,positive
168:4,168:4:3,LAPTOP#GENERAL,positive
168:5,168:5:0,LAPTOP#MISCELLANEOUS,positive
168:6,168:6:0,LAPTOP#PORTABILITY,positive
168:6,168:6:1,BATTERY#OPERATION_PERFORMANCE,positive
168:8,168:8:0,LAPTOP#GENERAL,positive
168:8,168:8:1,COMPANY#GENERAL,positive
351:0,351:0:0,MEMORY#DESIGN_FEATURES,neutral
351:1,351:1:0,LAPTOP#DESIGN_FEATURES,negative
351:1,351:1:1,LAPTOP#USABILITY,negative
351:2,351:2:0,PORTS#DESIGN_FEATURES,negative
351:2,351:2:1,MOUSE#USABILITY,negative
351:2,351:2:2,LAPTOP#DESIGN_FEATURES,negative
351:2,351:2:3,LAPTOP#USABILITY,negative
351:3,351:3:0,LAPTOP#DESIGN_FEATURES,negative
351:3,351:3:1,LAPTOP#USABILITY,negative
351:4,351:4:0,OS#GENERAL,positive
351:4,351:4:1,LAPTOP#USABILITY,negative
351:4,351:4:2,LAPTOP#DESIGN_FEATURES,negative
351:4,351:4:3,COMPANY#GENERAL,negative
134:0,134:0:0,LAPTOP#GENERAL,positive
134:0,134:0:1,SUPPORT#QUALITY,negative
134:1,134:1:0,SHIPPING#QUALITY,positive
134:1,134:1:1,SUPPORT#QUALITY,negative
134:3,134:3:0,SUPPORT#QUALITY,negative
134:4,134:4:0,SHIPPING#QUALITY,negative
134:5,134:5:0,SHIPPING#QUALITY,negative
134:6,134:6:0,SHIPPING#QUALITY,negative
134:8,134:8:0,SUPPORT#QUALITY,negative
134:9,134:9:0,SUPPORT#QUALITY,negative
134:10,134:10:0,SUPPORT#QUALITY,negative
134:11,134:11:0,LAPTOP#GENERAL,negative
134:11,134:11:1,COMPANY#GENERAL,negative
134:12,134:12:0,SUPPORT#QUALITY,negative
112:0,112:0:0,OS#GENERAL,negative
112:0,112:0:1,LAPTOP#USABILITY,negative
112:1,112:1:0,LAPTOP#USABILITY,negative
112:2,112:2:0,SUPPORT#QUALITY,negative
112:3,112:3:0,SUPPORT#QUALITY,negative
112:4,112:4:0,COMPANY#GENERAL,negative
324:0,324:0:0,LAPTOP#PRICE,positive
324:1,324:1:0,LAPTOP#MISCELLANEOUS,neutral
324:2,324:2:0,LAPTOP#MISCELLANEOUS,neutral
324:3,324:3:0,LAPTOP#OPERATION_PERFORMANCE,positive
328:0,328:0:0,LAPTOP#MISCELLANEOUS,positive
328:1,328:1:0,DISPLAY#GENERAL,positive
328:1,328:1:1,LAPTOP#USABILITY,positive
328:2,328:2:0,LAPTOP#OPERATION_PERFORMANCE,positive
328:2,328:2:1,LAPTOP#CONNECTIVITY,positive
328:3,328:3:0,LAPTOP#MISCELLANEOUS,positive
380:1,380:1:0,LAPTOP#GENERAL,positive
380:2,380:2:0,MEMORY#DESIGN_FEATURES,positive
380:2,380:2:1,LAPTOP#OPERATION_PERFORMANCE,positive
380:4,380:4:0,PORTS#QUALITY,negative
380:5,380:5:0,HARDWARE#QUALITY,negative
380:5,380:5:1,LAPTOP#PRICE,neutral
380:6,380:6:0,LAPTOP#PRICE,positive
380:6,380:6:1,LAPTOP#MISCELLANEOUS,neutral
391:0,391:0:0,LAPTOP#GENERAL,positive
391:1,391:1:0,OS#GENERAL,positive
391:1,391:1:1,CPU#OPERATION_PERFORMANCE,positive
391:1,391:1:2,LAPTOP#DESIGN_FEATURES,positive
391:5,391:5:0,LAPTOP#GENERAL,positive
391:7,391:7:0,OS#GENERAL,positive
391:9,391:9:0,LAPTOP#DESIGN_FEATURES,positive
391:9,391:9:1,LAPTOP#QUALITY,positive
391:10,391:10:0,LAPTOP#DESIGN_FEATURES,positive
391:10,391:10:1,LAPTOP#QUALITY,positive
391:11,391:11:0,DISPLAY#QUALITY,negative
391:12,391:12:0,DISPLAY#DESIGN_FEATURES,positive
391:12,391:12:1,DISPLAY#QUALITY,positive
391:13,391:13:0,DISPLAY#QUALITY,neutral
391:13,391:13:1,DISPLAY#USABILITY,neutral
391:15,391:15:0,BATTERY#OPERATION_PERFORMANCE,negative
391:16,391:16:0,BATTERY#OPERATION_PERFORMANCE,negative
391:17,391:17:0,BATTERY#OPERATION_PERFORMANCE,negative
391:18,391:18:0,BATTERY#OPERATION_PERFORMANCE,negative
391:19,391:19:0,BATTERY#OPERATION_PERFORMANCE,negative
391:21,391:21:0,BATTERY#OPERATION_PERFORMANCE,negative
391:22,391:22:0,BATTERY#OPERATION_PERFORMANCE,negative
391:24,391:24:0,LAPTOP#QUALITY,negative
391:25,391:25:0,BATTERY#OPERATION_PERFORMANCE,negative
391:25,391:25:1,LAPTOP#GENERAL,positive
318:0,318:0:0,LAPTOP#GENERAL,positive
318:0,318:0:1,CPU#MISCELLANEOUS,neutral
318:0,318:0:2,LAPTOP#DESIGN_FEATURES,negative
318:0,318:0:3,LAPTOP#USABILITY,negative
318:1,318:1:0,LAPTOP#OPERATION_PERFORMANCE,positive
318:1,318:1:1,LAPTOP#GENERAL,positive
318:2,318:2:0,LAPTOP#GENERAL,positive
318:2,318:2:1,LAPTOP#DESIGN_FEATURES,positive
318:2,318:2:2,COMPANY#GENERAL,positive
121:1,121:1:0,HARD_DISC#QUALITY,negative
121:1,121:1:1,MOTHERBOARD#QUALITY,negative
121:1,121:1:2,OPTICAL_DRIVES#QUALITY,negative
121:1,121:1:3,SUPPORT#QUALITY,negative
121:1,121:1:4,LAPTOP#QUALITY,negative
121:2,121:2:0,LAPTOP#OPERATION_PERFORMANCE,negative
121:2,121:2:1,HARDWARE#QUALITY,negative
121:3,121:3:0,LAPTOP#GENERAL,negative
366:3,366:3:0,LAPTOP#QUALITY,positive
