sid,id,target,category,polarity,from,to
1067:0,1067:0:0,sipariş,SERVICE#GENERAL,negative,57,64
1067:2,1067:2:0,NULL,SERVICE#GENERAL,negative,0,0
1068:0,1068:0:0,ortam,AMBIENCE#GENERAL,positive,23,28
1068:0,1068:0:1,yemekler,FOOD#QUALITY,positive,5,13
1068:1,1068:1:0,hesabi,SERVICE#GENERAL,negative,30,36
1068:1,1068:1:1,Calisanlar,SERVICE#GENERAL,negative,0,10
1069:0,1069:0:0,fiyat,RESTAURANT#PRICES,positive,50,55
1069:0,1069:0:1,içecek çeşitliliği,DRINKS#STYLE_OPTIONS,negative,0,18
1069:1,1069:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
1069:2,1069:2:0,Türk kahvesi,DRINKS#QUALITY,positive,0,12
1070:0,1070:0:0,Manzarasi ve dizayni,AMBIENCE#GENERAL,positive,0,20
1070:0,1070:0:1,porsiyonlar,FOOD#STYLE_OPTIONS,negative,52,63
1070:0,1070:0:2,garsonlar,SERVICE#GENERAL,negative,33,42
1070:0,1070:0:3,NULL,RESTAURANT#PRICES,negative,0,0
1070:2,1070:2:0,Lezzet,FOOD#QUALITY,neutral,0,6
1070:3,1070:3:0,manzara,AMBIENCE#GENERAL,positive,7,14
1070:3,1070:3:1,NULL,RESTAURANT#GENERAL,negative,0,0
1071:0,1071:0:0,Happy hour,RESTAURANT#GENERAL,positive,0,10
1071:1,1071:1:0,burgerleri ve pizzasi,FOOD#QUALITY,positive,6,27
1071:2,1071:2:0,yer,RESTAURANT#GENERAL,positive,39,42
1072:0,1072:0:0,pizzalar,FOOD#QUALITY,neutral,45,53
1072:1,1072:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
1073:0,1073:0:0,Yediginiz herseyin,FOOD#QUALITY,positive,18,36
1073:1,1073:1:0,Yemeklerin doyuruculugu ve lezzeti,FOOD#QUALITY,positive,0,34
1073:1,1073:1:1,yer bulmakta,AMBIENCE#GENERAL,negative,70,82
1074:0,1074:0:0,Manzaraya,AMBIENCE#GENERAL,positive,0,9
1074:0,1074:0:1,sufleye,FOOD#QUALITY,positive,13,20
1074:1,1074:1:0,Big Chefs'te oturmak,AMBIENCE#GENERAL,positive,77,97
1074:1,1074:1:1,köprü manzarasi,AMBIENCE#GENERAL,positive,37,52
1074:2,1074:2:0,"4,5 lira",DRINKS#PRICES,neutral,21,29
1074:2,1074:2:1,"13,5 lira",FOOD#PRICES,neutral,6,15
1075:2,1075:2:0,sulu yemek,FOOD#STYLE_OPTIONS,neutral,7,17
1075:3,1075:3:0,fiyatlari,RESTAURANT#PRICES,positive,27,36
1075:4,1075:4:0,çesitleri,FOOD#STYLE_OPTIONS,positive,36,45
1076:0,1076:0:0,Iftar menüsü,FOOD#PRICES,neutral,0,12
1076:1,1076:1:0,Ezogelin çorba,FOOD#QUALITY,negative,0,14
1076:2,1076:2:0,servis edildigi,SERVICE#GENERAL,negative,9,24
1076:3,1076:3:0,Içli köfte ve pirzola,FOOD#QUALITY,positive,0,21
1076:4,1076:4:0,Servis,SERVICE#GENERAL,negative,0,6
1076:5,1076:5:0,tuvaletler,AMBIENCE#GENERAL,negative,35,45
1077:0,1077:0:0,içecekler,DRINKS#STYLE_OPTIONS,negative,19,28
1077:0,1077:0:1,garsonlar,SERVICE#GENERAL,negative,47,56
1077:1,1077:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
1078:1,1078:1:0,servisi,SERVICE#GENERAL,negative,45,52
1079:0,1079:0:0,deniz ürününü,FOOD#STYLE_OPTIONS,neutral,4,17
1079:1,1079:1:0,NULL,FOOD#STYLE_OPTIONS,negative,0,0
1079:2,1079:2:0,Kızartma,FOOD#STYLE_OPTIONS,positive,74,82
1079:3,1079:3:0,soya soslu somon,FOOD#QUALITY,positive,7,23
1079:3,1079:3:1,başarılıydı,FOOD#QUALITY,negative,24,35
1080:0,1080:0:0,cafe,RESTAURANT#GENERAL,positive,225,229
1080:0,1080:0:1,bahçesi,AMBIENCE#GENERAL,positive,42,49
1080:0,1080:0:2,açik büfe kahvaltisi,FOOD#STYLE_OPTIONS,positive,87,107
1081:0,1081:0:0,içli köfte,FOOD#QUALITY,negative,16,26
1081:0,1081:0:1,tereyagi,FOOD#QUALITY,negative,38,46
1081:1,1081:1:0,Garsonu,SERVICE#GENERAL,negative,0,7
1081:2,1081:2:0,NULL,SERVICE#GENERAL,negative,0,0
1082:0,1082:0:0,servis eden,SERVICE#GENERAL,negative,39,50
1082:1,1082:1:0,toplayan,SERVICE#GENERAL,negative,43,51
1082:2,1082:2:0,NULL,FOOD#STYLE_OPTIONS,negative,0,0
1082:3,1082:3:0,çay servisi,SERVICE#GENERAL,negative,31,42
1082:4,1082:4:0,NULL,RESTAURANT#GENERAL,negative,0,0
1082:5,1082:5:0,satıyor,RESTAURANT#GENERAL,negative,8,15
1082:5,1082:5:1,Manzara,AMBIENCE#GENERAL,positive,0,7
1082:6,1082:6:0,örneği,RESTAURANT#GENERAL,negative,26,32
1083:0,1083:0:0,ev yemekleri,FOOD#QUALITY,positive,65,77
1083:0,1083:0:1,Ev yemekleri,FOOD#STYLE_OPTIONS,positive,0,12
1083:1,1083:1:0,Mekan,AMBIENCE#GENERAL,negative,0,5
1083:2,1083:2:0,yer bulamadigimiz,SERVICE#GENERAL,negative,10,27
1083:3,1083:3:0,ürünler,FOOD#QUALITY,positive,8,15
1083:3,1083:3:1,fiyat,FOOD#PRICES,positive,28,33
1083:4,1083:4:0,NULL,SERVICE#GENERAL,negative,0,0
1083:4,1083:4:1,NULL,RESTAURANT#GENERAL,positive,0,0
1084:0,1084:0:0,manzara,AMBIENCE#GENERAL,positive,53,60
1084:0,1084:0:1,yemekler,FOOD#QUALITY,positive,26,34
1084:0,1084:0:2,kokteyliler,DRINKS#QUALITY,positive,35,46
1084:0,1084:0:3,mekan,AMBIENCE#GENERAL,positive,20,25
1085:1,1085:1:0,Malzemeler,FOOD#STYLE_OPTIONS,positive,0,10
1085:1,1085:1:1,hamuru,FOOD#STYLE_OPTIONS,negative,21,27
1085:3,1085:3:0,mekan,AMBIENCE#GENERAL,positive,13,18
1085:6,1085:6:0,Alkol,DRINKS#STYLE_OPTIONS,negative,0,5
1086:0,1086:0:0,yemeğini,FOOD#PRICES,negative,20,28
1086:1,1086:1:0,manzaranın,AMBIENCE#GENERAL,negative,89,99
1086:1,1086:1:1,Yemekler,FOOD#QUALITY,positive,0,8
1086:2,1086:2:0,Yemek porsiyonları,FOOD#STYLE_OPTIONS,negative,0,18
1086:3,1086:3:0,Vale hizmeti,SERVICE#GENERAL,neutral,0,12
1087:0,1087:0:0,Rock'n Roll burger,FOOD#QUALITY,neutral,0,18
1087:1,1087:1:0,Burger ekmegi,FOOD#QUALITY,negative,0,13
1087:2,1087:2:0,sos,FOOD#QUALITY,negative,10,13
1087:3,1087:3:0,Ortami,AMBIENCE#GENERAL,positive,0,6
1088:0,1088:0:0,Mekan,AMBIENCE#GENERAL,neutral,0,5
1088:1,1088:1:0,kahvalti merkezi,RESTAURANT#GENERAL,neutral,57,73
1088:2,1088:2:0,Yemeklerini,FOOD#QUALITY,positive,0,11
1088:2,1088:2:1,caylarini,DRINKS#QUALITY,positive,15,24
1088:3,1088:3:0,Fiyat,RESTAURANT#PRICES,positive,0,5
1088:4,1088:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1089:0,1089:0:0,biraları,DRINKS#STYLE_OPTIONS,negative,17,25
1089:1,1089:1:0,garsonlar,SERVICE#GENERAL,positive,27,36
1089:1,1089:1:1,servis,SERVICE#GENERAL,positive,16,22
1089:1,1089:1:2,mekan,AMBIENCE#GENERAL,positive,61,66
1089:2,1089:2:0,Yemekler,FOOD#STYLE_OPTIONS,positive,0,8
1089:3,1089:3:0,mekan,AMBIENCE#GENERAL,positive,43,48
1090:0,1090:0:0,menüsünü,FOOD#STYLE_OPTIONS,positive,39,47
1090:0,1090:0:1,menüsünü,FOOD#QUALITY,positive,39,47
1090:1,1090:1:0,NULL,RESTAURANT#GENERAL,positive,0,0
1090:2,1090:2:0,Magnolia'sı,FOOD#QUALITY,positive,0,11
1090:2,1090:2:1,limonatası,DRINKS#QUALITY,positive,18,28
1090:3,1090:3:0,sunuyorlar,SERVICE#GENERAL,positive,35,45
1091:0,1091:0:0,Somon ızgarasına,FOOD#QUALITY,neutral,0,16
1091:1,1091:1:0,NULL,FOOD#QUALITY,positive,0,0
1091:2,1091:2:0,öğle yemeği,FOOD#QUALITY,positive,10,21
1091:3,1091:3:0,Bahçesi,AMBIENCE#GENERAL,positive,0,7
1091:4,1091:4:0,Salıncağı,AMBIENCE#GENERAL,positive,0,9
1091:5,1091:5:0,soğuk kahve,DRINKS#QUALITY,positive,17,28
1092:0,1092:0:0,manzarası,AMBIENCE#GENERAL,positive,86,95
1092:0,1092:0:1,servisi,SERVICE#GENERAL,positive,172,179
1092:0,1092:0:2,yerlerinden,LOCATION#GENERAL,positive,17,28
1092:0,1092:0:3,müzikleri,AMBIENCE#GENERAL,positive,125,134
1092:0,1092:0:4,dekorasyonu,AMBIENCE#GENERAL,positive,64,75
1092:1,1092:1:0,Kahvaltı seçenekleri,FOOD#STYLE_OPTIONS,positive,0,20
1092:2,1092:2:0,Yemekleri,FOOD#QUALITY,neutral,0,9
1092:3,1092:3:0,fiyatlar,RESTAURANT#PRICES,positive,35,43
1092:4,1092:4:0,NULL,RESTAURANT#GENERAL,positive,0,0
1093:0,1093:0:0,pideci,FOOD#QUALITY,positive,20,26
1093:1,1093:1:0,NULL,FOOD#QUALITY,negative,0,0
1093:2,1093:2:0,fiyatlari,FOOD#PRICES,neutral,0,9
1093:2,1093:2:1,porsiyonlari,FOOD#STYLE_OPTIONS,neutral,25,37
1093:3,1093:3:0,NULL,SERVICE#GENERAL,negative,0,0
1093:3,1093:3:1,kisiyorum,RESTAURANT#GENERAL,positive,30,39
1093:4,1093:4:0,yeri,LOCATION#GENERAL,positive,34,38
1093:6,1093:6:0,malzemesi,FOOD#STYLE_OPTIONS,positive,14,23
1093:6,1093:6:1,porsiyonu,FOOD#STYLE_OPTIONS,positive,0,9
1093:6,1093:6:2,hamuru,FOOD#STYLE_OPTIONS,positive,28,34
1093:6,1093:6:3,servis,SERVICE#GENERAL,negative,53,59
1093:7,1093:7:0,servis,SERVICE#GENERAL,negative,0,6
1093:8,1093:8:0,NULL,SERVICE#GENERAL,negative,0,0
1093:9,1093:9:0,NULL,SERVICE#GENERAL,negative,0,0
1093:10,1093:10:0,NULL,FOOD#STYLE_OPTIONS,negative,0,0
1093:10,1093:10:1,pide,FOOD#QUALITY,positive,32,36
1093:11,1093:11:0,gelince,SERVICE#GENERAL,negative,80,87
1093:11,1093:11:1,tatli,FOOD#STYLE_OPTIONS,positive,0,5
1094:0,1094:0:0,servis,SERVICE#GENERAL,neutral,84,90
1094:0,1094:0:1,otopark,SERVICE#GENERAL,negative,135,142
1094:0,1094:0:2,fiatlar,RESTAURANT#PRICES,neutral,149,156
1094:0,1094:0:3,kalite,RESTAURANT#GENERAL,neutral,5,11
1095:0,1095:0:0,Manzarasi,AMBIENCE#GENERAL,positive,0,9
1095:1,1095:1:0,fiyatlar,RESTAURANT#PRICES,neutral,0,8
1095:2,1095:2:0,otopark,LOCATION#GENERAL,positive,0,7
1095:3,1095:3:0,mekan,AMBIENCE#GENERAL,positive,28,33
1096:0,1096:0:0,Kuru fasulyesi,FOOD#QUALITY,positive,0,14
1096:1,1096:1:0,Sutlaci,FOOD#QUALITY,positive,0,7
1096:2,1096:2:0,Köftesi,FOOD#QUALITY,positive,0,7
1096:3,1096:3:0,yer,AMBIENCE#GENERAL,positive,15,18
1096:4,1096:4:0,Çalışanlar,SERVICE#GENERAL,positive,0,10
1096:5,1096:5:0,NULL,RESTAURANT#GENERAL,positive,0,0
1097:0,1097:0:0,Park,LOCATION#GENERAL,negative,0,4
1097:1,1097:1:0,Valesi,SERVICE#GENERAL,neutral,0,6
1097:2,1097:2:0,seçeneğiniz,FOOD#STYLE_OPTIONS,negative,31,42
1097:3,1097:3:0,Brunch,FOOD#STYLE_OPTIONS,neutral,0,6
1097:4,1097:4:0,ücret,FOOD#PRICES,negative,49,54
1097:5,1097:5:0,Mekanın lokasyonu,LOCATION#GENERAL,positive,0,17
1097:6,1097:6:0,ücret,FOOD#PRICES,negative,62,67
1097:6,1097:6:1,brunch,FOOD#PRICES,negative,10,16
1098:1,1098:1:0,siparişlerde,SERVICE#GENERAL,negative,45,57
1099:0,1099:0:0,doner kesimi,FOOD#STYLE_OPTIONS,positive,35,47
1099:0,1099:0:1,lezzet,FOOD#QUALITY,positive,27,33
1099:1,1099:1:0,NULL,FOOD#QUALITY,positive,0,0
1099:2,1099:2:0,tandir lavasi,FOOD#QUALITY,positive,21,34
1099:3,1099:3:0,siparisiniz,SERVICE#GENERAL,positive,17,28
1099:4,1099:4:0,salata ve patates kizartmasi,FOOD#STYLE_OPTIONS,neutral,11,39
1099:5,1099:5:0,donerci,RESTAURANT#GENERAL,positive,16,23
1100:0,1100:0:0,kafedir,RESTAURANT#GENERAL,negative,34,41
1100:1,1100:1:0,fiyatlar,RESTAURANT#PRICES,negative,25,33
1100:3,1100:3:0,NULL,RESTAURANT#PRICES,negative,0,0
1100:4,1100:4:0,kavanoz tatlıya,FOOD#PRICES,negative,32,47
1100:4,1100:4:1,ayvalık tostuna,FOOD#PRICES,negative,4,19
1100:4,1100:4:2,mekana,RESTAURANT#GENERAL,negative,67,73
1100:5,1100:5:0,NULL,RESTAURANT#GENERAL,negative,0,0
1100:6,1100:6:0,Fiyat skalasını,RESTAURANT#PRICES,negative,44,59
1101:0,1101:0:0,tiramisu,FOOD#QUALITY,positive,32,40
1101:0,1101:0:1,Tatlilari,FOOD#QUALITY,positive,11,20
1101:1,1101:1:0,Unsuz çikolatali pastasi,FOOD#QUALITY,negative,0,24
1102:0,1102:0:0,Yemeklerin,FOOD#QUALITY,negative,0,10
1102:1,1102:1:0,Ortam,AMBIENCE#GENERAL,negative,0,5
1102:2,1102:2:0,Garsonlar,SERVICE#GENERAL,negative,0,9
1102:3,1102:3:0,NULL,RESTAURANT#GENERAL,negative,0,0
1103:0,1103:0:0,Konum,LOCATION#GENERAL,negative,8,13
1103:0,1103:0:1,ögle yemekleri,FOOD#QUALITY,positive,64,78
1103:1,1103:1:0,Yemeklerin lezzetine,FOOD#QUALITY,positive,0,20
1103:1,1103:1:1,Topkapi kebabi,FOOD#QUALITY,positive,61,75
1104:0,1104:0:0,Koftenin,FOOD#QUALITY,negative,0,8
1104:1,1104:1:0,guleryuz,SERVICE#GENERAL,negative,11,19
1104:1,1104:1:1,Hizmet,SERVICE#GENERAL,negative,0,6
1104:2,1104:2:0,NULL,RESTAURANT#GENERAL,negative,0,0
1104:2,1104:2:1,Manzaranin,AMBIENCE#GENERAL,positive,0,10
1104:3,1104:3:0,Masalar,AMBIENCE#GENERAL,negative,0,7
1105:0,1105:0:0,kebaplari,FOOD#QUALITY,negative,18,27
1105:1,1105:1:0,tatlilari,FOOD#QUALITY,positive,44,53
1105:1,1105:1:1,Kebap,FOOD#QUALITY,neutral,0,5
1106:0,1106:0:0,Hizmetten,SERVICE#GENERAL,positive,0,9
1106:1,1106:1:0,Herkes,SERVICE#GENERAL,positive,0,6
1106:3,1106:3:0,D Somon izgara,FOOD#QUALITY,neutral,0,14
1106:3,1106:3:1,etli quesadilla,FOOD#QUALITY,neutral,18,33
1106:4,1106:4:0,kuskonmazli ispanakli sote,FOOD#QUALITY,positive,29,55
1106:4,1106:4:1,yemek,FOOD#QUALITY,positive,68,73
1106:5,1106:5:0,Etli quesadillanin,FOOD#QUALITY,positive,0,18
1106:6,1106:6:0,NULL,RESTAURANT#GENERAL,positive,0,0
1107:0,1107:0:0,mekan,RESTAURANT#GENERAL,positive,13,18
1107:1,1107:1:0,menüsü,FOOD#STYLE_OPTIONS,positive,19,25
1107:1,1107:1:1,bahçesi,AMBIENCE#GENERAL,positive,10,17
1107:1,1107:1:2,Müzikler,AMBIENCE#GENERAL,positive,0,8
1107:2,1107:2:0,yer,AMBIENCE#GENERAL,positive,63,66
1107:2,1107:2:1,ortamı,AMBIENCE#GENERAL,positive,10,16
1107:3,1107:3:0,Çalışanları,SERVICE#GENERAL,positive,0,11
1107:4,1107:4:0,konumu,LOCATION#GENERAL,negative,63,69
1108:0,1108:0:0,manzarası,AMBIENCE#GENERAL,positive,42,51
1108:1,1108:1:0,fiyatlar,RESTAURANT#PRICES,positive,17,25
1108:1,1108:1:1,yemekler,FOOD#QUALITY,positive,2,10
1108:2,1108:2:0,Tavukgöğsü,FOOD#QUALITY,positive,0,10
1109:0,1109:0:0,biyer,RESTAURANT#GENERAL,negative,7,12
1109:0,1109:0:1,calisanlarin tavirlari,SERVICE#GENERAL,negative,83,105
1110:1,1110:1:0,Çömlekte ev yapimi yogurtlarini,FOOD#QUALITY,positive,0,31
1110:2,1110:2:0,yogurdun,FOOD#QUALITY,positive,34,42
1110:3,1110:3:0,Fiyati,FOOD#PRICES,neutral,0,6
1110:5,1110:5:0,15-25 TL'ye,FOOD#PRICES,positive,36,47
1110:6,1110:6:0,Dekorasyon,AMBIENCE#GENERAL,positive,0,10
1110:6,1110:6:1,bonsai agaç,AMBIENCE#GENERAL,positive,64,75
1110:8,1110:8:0,karsilandik,SERVICE#GENERAL,positive,8,19
1110:9,1110:9:0,NULL,RESTAURANT#GENERAL,positive,0,0
1110:11,1110:11:0,Her seyden,FOOD#QUALITY,neutral,2,12
1110:12,1110:12:0,döner ve kavurmali pide,FOOD#QUALITY,positive,23,46
1110:13,1110:13:0,Kavurmali pide,FOOD#QUALITY,positive,0,14
1110:14,1110:14:0,tavuk gögsü,FOOD#QUALITY,positive,11,22
1110:15,1110:15:0,Irmik helvasinin,FOOD#QUALITY,positive,0,16
1110:15,1110:15:1,tavuk gögsünden,FOOD#QUALITY,positive,20,35
1111:0,1111:0:0,yer,RESTAURANT#GENERAL,positive,69,72
1111:1,1111:1:0,mantısı,FOOD#QUALITY,neutral,41,48
1111:1,1111:1:1,Yemekleri,FOOD#QUALITY,neutral,0,9
1111:2,1111:2:0,ev yemeğinin,FOOD#STYLE_OPTIONS,positive,26,38
1111:3,1111:3:0,Zeytinyağlı tabağı,FOOD#QUALITY,positive,0,18
1111:3,1111:3:1,porsiyonu,FOOD#STYLE_OPTIONS,positive,46,55
1112:1,1112:1:0,mekandır,AMBIENCE#GENERAL,negative,67,75
1113:0,1113:0:0,mekanlardan,RESTAURANT#GENERAL,positive,47,58
1113:4,1113:4:0,NY steak,FOOD#QUALITY,positive,31,39
1113:4,1113:4:1,Hamburgeri,FOOD#QUALITY,positive,2,12
1113:5,1113:5:0,kokteylleri,DRINKS#QUALITY,neutral,41,52
1113:6,1113:6:0,NULL,FOOD#QUALITY,positive,0,0
1114:0,1114:0:0,happy moons,RESTAURANT#GENERAL,negative,10,21
1114:1,1114:1:0,çalışanları,SERVICE#GENERAL,positive,15,26
1114:1,1114:1:1,Servisi,SERVICE#GENERAL,positive,0,7
1114:1,1114:1:2,yemeklerinden,FOOD#QUALITY,negative,44,57
1114:2,1114:2:0,NULL,RESTAURANT#GENERAL,negative,0,0
1114:2,1114:2:1,çilekli limonatasını,DRINKS#QUALITY,positive,11,31
1115:0,1115:0:0,mekan,RESTAURANT#GENERAL,negative,46,51
1115:0,1115:0:1,manzara ve konum,AMBIENCE#GENERAL,positive,9,25
1115:1,1115:1:0,NULL,RESTAURANT#GENERAL,negative,0,0
1116:0,1116:0:0,Yemekleri,FOOD#QUALITY,neutral,0,9
1116:1,1116:1:0,zeytinyaglilari,FOOD#QUALITY,positive,10,25
1116:2,1116:2:0,zeytinyagli veya ev yemegivari,FOOD#QUALITY,positive,18,48
1116:3,1116:3:0,evlere servis hizmetini,SERVICE#GENERAL,negative,22,45
1116:4,1116:4:0,beklemeye,SERVICE#GENERAL,negative,39,48
1116:5,1116:5:0,beklemeyi,SERVICE#GENERAL,negative,34,43
1116:6,1116:6:0,firinda makarnasi,FOOD#QUALITY,negative,20,37
1117:0,1117:0:0,omleti,FOOD#QUALITY,negative,95,101
1117:0,1117:0:1,kahvaltı,FOOD#QUALITY,positive,53,61
1117:0,1117:0:2,dekorasyonda,AMBIENCE#GENERAL,positive,22,34
1117:0,1117:0:3,Manzarasi,AMBIENCE#GENERAL,positive,0,9
1117:1,1117:1:0,süslemeleri,SERVICE#GENERAL,positive,44,55
1117:1,1117:1:1,kahvaltıya,SERVICE#GENERAL,positive,73,83
1117:2,1117:2:0,yemek porsiyonları,FOOD#STYLE_OPTIONS,negative,74,92
1117:2,1117:2:1,sunum,FOOD#STYLE_OPTIONS,negative,104,109
1117:2,1117:2:2,Kahvaltısı,FOOD#QUALITY,positive,0,10
1117:3,1117:3:0,yer,RESTAURANT#GENERAL,negative,42,45
1117:3,1117:3:1,manzarası,AMBIENCE#GENERAL,positive,9,18
1118:0,1118:0:0,karşılama,SERVICE#GENERAL,positive,50,59
1118:0,1118:0:1,çalışanlar,SERVICE#GENERAL,positive,78,88
1118:1,1118:1:0,Sunumu,SERVICE#GENERAL,positive,0,6
1118:2,1118:2:0,yemekti,AMBIENCE#GENERAL,positive,16,23
1118:3,1118:3:0,NULL,RESTAURANT#GENERAL,positive,0,0
1119:0,1119:0:0,mezelere,FOOD#QUALITY,positive,49,57
1119:1,1119:1:0,Manzara,AMBIENCE#GENERAL,neutral,0,7
1119:1,1119:1:1,lakerdası,FOOD#QUALITY,positive,42,51
1119:1,1119:1:2,mezeleri,FOOD#QUALITY,positive,76,84
1119:2,1119:2:0,Fıstıklı peynirli meze,FOOD#QUALITY,positive,0,22
1119:3,1119:3:0,Kişi başı,RESTAURANT#PRICES,positive,0,9
1119:3,1119:3:1,mezelerinizle,FOOD#QUALITY,positive,31,44
1120:0,1120:0:0,manzarasi,AMBIENCE#GENERAL,positive,34,43
1120:0,1120:0:1,Konum,LOCATION#GENERAL,positive,0,5
1120:1,1120:1:0,Limonatasi,DRINKS#STYLE_OPTIONS,positive,0,10
1120:1,1120:1:1,Limonatasi,DRINKS#QUALITY,positive,0,10
1120:1,1120:1:2,ayvalik tostu,FOOD#QUALITY,neutral,36,49
1120:2,1120:2:0,hizmet kalitesi,SERVICE#GENERAL,negative,33,48
1120:3,1120:3:0,bogaz manzarasi,AMBIENCE#GENERAL,positive,118,133
1120:3,1120:3:1,hizmet kalitesi,SERVICE#GENERAL,negative,59,74
1120:3,1120:3:2,lokasyon,LOCATION#GENERAL,positive,97,105
1121:0,1121:0:0,kahvalti,FOOD#QUALITY,positive,8,16
1121:1,1121:1:0,Manzarasi,AMBIENCE#GENERAL,positive,0,9
1121:2,1121:2:0,Garsonlar,SERVICE#GENERAL,negative,0,9
1121:3,1121:3:0,kisi basi,RESTAURANT#PRICES,neutral,6,15
1121:4,1121:4:0,acik büfe menüsü,FOOD#STYLE_OPTIONS,positive,11,27
1121:5,1121:5:0,yer,RESTAURANT#GENERAL,positive,12,15
1122:0,1122:0:0,NULL,RESTAURANT#GENERAL,negative,0,0
1122:1,1122:1:0,yediklerimden,FOOD#QUALITY,negative,32,45
1122:2,1122:2:0,mekanın manzarası,AMBIENCE#GENERAL,positive,19,36
1122:2,1122:2:1,lezzet,FOOD#QUALITY,negative,56,62
1122:2,1122:2:2,Garson arkadaşlar,SERVICE#GENERAL,positive,0,17
1122:2,1122:2:3,hizmet,SERVICE#GENERAL,positive,38,44
1122:3,1122:3:0,kalamar,FOOD#QUALITY,negative,24,31
1122:5,1122:5:0,burada,RESTAURANT#GENERAL,negative,18,24
1123:0,1123:0:0,mekanlardan,RESTAURANT#GENERAL,neutral,112,123
1123:1,1123:1:0,Bahçesi,AMBIENCE#GENERAL,positive,0,7
1124:0,1124:0:0,Manzara,AMBIENCE#GENERAL,positive,0,7
1124:0,1124:0:1,servis,SERVICE#GENERAL,negative,14,20
1125:0,1125:0:0,manzaralı,AMBIENCE#GENERAL,negative,37,46
1125:0,1125:0:1,cafe,RESTAURANT#GENERAL,positive,67,71
1125:1,1125:1:0,E5 üstünde,LOCATION#GENERAL,positive,0,10
1125:2,1125:2:0,Bahçesi,AMBIENCE#GENERAL,positive,0,7
1125:2,1125:2:1,yemekte,FOOD#QUALITY,neutral,16,23
1125:3,1125:3:0,beklesekte,SERVICE#GENERAL,negative,36,46
1125:3,1125:3:1,cafe,RESTAURANT#GENERAL,neutral,69,73
1126:1,1126:1:0,kapali kasarlisi,FOOD#QUALITY,positive,106,122
1127:0,1127:0:0,Pizzalarini,FOOD#QUALITY,neutral,0,11
1127:1,1127:1:0,pizzalari,FOOD#STYLE_OPTIONS,negative,60,69
1127:2,1127:2:0,pizzalari,FOOD#QUALITY,positive,23,32
1127:4,1127:4:0,urunleri,FOOD#QUALITY,neutral,31,39
1127:4,1127:4:1,Eti,FOOD#QUALITY,negative,0,3
1127:5,1127:5:0,manzaraya,AMBIENCE#GENERAL,positive,14,23
1127:6,1127:6:0,sarap,DRINKS#QUALITY,positive,7,12
1127:6,1127:6:1,manzara,AMBIENCE#GENERAL,positive,14,21
1127:6,1127:6:2,Pizza,FOOD#QUALITY,positive,0,5
1128:0,1128:0:0,bahçesini,AMBIENCE#GENERAL,positive,10,19
1128:1,1128:1:0,açık alan,AMBIENCE#GENERAL,positive,0,9
1128:3,1128:3:0,içecekler,DRINKS#QUALITY,positive,0,9
1128:3,1128:3:1,fastfood tarzı atıştırmalık,FOOD#QUALITY,negative,21,48
1128:4,1128:4:0,Yemekler,FOOD#QUALITY,neutral,0,8
1128:4,1128:4:1,porsiyonlar,FOOD#STYLE_OPTIONS,negative,26,37
1128:6,1128:6:0,Fiyat,RESTAURANT#PRICES,negative,0,5
1129:0,1129:0:0,lezzet,FOOD#QUALITY,negative,106,112
1129:1,1129:1:0,ic alani,AMBIENCE#GENERAL,positive,63,71
1129:1,1129:1:1,dis alani bahcesiyle,AMBIENCE#GENERAL,positive,36,56
1129:1,1129:1:2,mekan,AMBIENCE#GENERAL,positive,114,119
1130:1,1130:1:0,mekanı,RESTAURANT#GENERAL,positive,42,48
1131:0,1131:0:0,bira,DRINKS#STYLE_OPTIONS,positive,11,15
1131:1,1131:1:0,çalışanları,SERVICE#GENERAL,negative,5,16
1131:2,1131:2:0,çalışanlarının,SERVICE#GENERAL,negative,7,21
1131:3,1131:3:0,çalışan profili,SERVICE#GENERAL,negative,20,35
1131:4,1131:4:0,yemekler,FOOD#QUALITY,neutral,18,26
1131:4,1131:4:1,Hizmeti,SERVICE#GENERAL,neutral,0,7
1131:5,1131:5:0,müzik,AMBIENCE#GENERAL,positive,34,39
1131:5,1131:5:1,bira,DRINKS#STYLE_OPTIONS,positive,18,22
1132:0,1132:0:0,Yemekler,FOOD#QUALITY,negative,0,8
1132:1,1132:1:0,NULL,SERVICE#GENERAL,negative,0,0
1132:2,1132:2:0,müzikten,AMBIENCE#GENERAL,negative,7,15
1132:3,1132:3:0,servis elemanları,SERVICE#GENERAL,negative,0,17
1132:4,1132:4:0,fiyatlar,RESTAURANT#PRICES,positive,7,15
1132:5,1132:5:0,menü,FOOD#STYLE_OPTIONS,negative,0,4
1133:0,1133:0:0,ulasim,LOCATION#GENERAL,positive,130,136
1133:0,1133:0:1,haftasonu hahvalti,FOOD#STYLE_OPTIONS,positive,54,72
1133:0,1133:0:2,dtox corbasi,FOOD#QUALITY,positive,38,50
1133:0,1133:0:3,Cizbiz koftesi,FOOD#QUALITY,positive,0,14
1133:0,1133:0:4,manzarasi,AMBIENCE#GENERAL,positive,118,127
1133:0,1133:0:5,sutis moccachinosu,DRINKS#QUALITY,positive,17,35
1134:0,1134:0:0,kaliteyi,RESTAURANT#GENERAL,negative,35,43
