sid,id,target,category,polarity,from,to
521:0,521:0:2,الحمام,FACILITIES#DESIGN_FEATURES,positive,78,84
521:1,521:1:0,النت,FACILITIES#QUALITY,positive,0,4
521:1,521:1:1,خدمه الغرف,SERVICE#GENERAL,positive,11,21
521:1,521:1:2,الفندق,LOCATION#GENERAL,positive,63,69
521:1,521:1:3,العاملين,SERVICE#GENERAL,positive,117,125
1303:0,1303:0:0,الفندق,HOTEL#GENERAL,neutral,11,17
1303:0,1303:0:1,مصعد,HOTEL#MISCELLANEOUS,negative,88,92
1303:1,1303:1:0,موقع الفندق,LOCATION#GENERAL,positive,0,11
1303:2,1303:2:0,الوجبة,FOOD_DRINKS#PRICES,negative,53,59
989:0,989:0:0,فندق,HOTEL#GENERAL,negative,4,8
989:0,989:0:1,موظفون,SERVICE#GENERAL,negative,65,71
989:0,989:0:2,الطعام,FOOD_DRINKS#QUALITY,negative,107,113
989:0,989:0:3,الغرف,ROOMS#QUALITY,negative,124,129
989:1,989:1:0,NULL,HOTEL#GENERAL,negative,0,0
1780:0,1780:0:0,ترحيب,SERVICE#GENERAL,positive,0,5
1780:0,1780:0:1,منزل,HOTEL#QUALITY,positive,37,41
1780:1,1780:1:0,طاقم عمله,SERVICE#GENERAL,positive,56,65
1780:1,1780:1:1,إفطار,SERVICE#GENERAL,positive,69,74
1780:1,1780:1:2,NULL,FOOD_DRINKS#QUALITY,positive,0,0
1780:2,1780:2:0,مكان,LOCATION#GENERAL,positive,0,4
104:0,104:0:0,فندق,HOTEL#GENERAL,neutral,0,4
104:0,104:0:1,الحرم,LOCATION#GENERAL,positive,22,27
104:1,104:1:0,خدمة الطعام,SERVICE#GENERAL,neutral,17,28
731:0,731:0:0,خدمة,SERVICE#GENERAL,positive,17,21
731:0,731:0:1,الموظفيين,SERVICE#GENERAL,positive,34,43
731:1,731:1:0,الإفطار,FOOD_DRINKS#QUALITY,positive,0,7
731:1,731:1:1,فترة السناك,FOOD_DRINKS#MISCELLANEOUS,positive,14,25
731:1,731:1:2,المقبلات,FOOD_DRINKS#MISCELLANEOUS,positive,41,49
731:2,731:2:0,سرعة المصاعد,FACILITIES#MISCELLANEOUS,negative,14,26
731:2,731:2:1,NULL,SERVICE#GENERAL,negative,0,0
242:0,242:0:0,أقامه,HOTEL#GENERAL,positive,0,5
242:0,242:0:1,الفندق,HOTEL#GENERAL,positive,25,31
242:0,242:0:2,الفندق,HOTEL#CLEANLINESS,positive,60,66
242:1,242:1:0,الإفطار,FOOD_DRINKS#STYLE_OPTIONS,positive,36,43
2252:0,2252:0:0,NULL,HOTEL#MISCELLANEOUS,negative,0,0
2252:1,2252:1:0,مشرف حجوزات الفندق,HOTEL#MISCELLANEOUS,negative,367,385
2252:1,2252:1:1,NULL,SERVICE#GENERAL,negative,0,0
2252:2,2252:2:0,NULL,HOTEL#MISCELLANEOUS,negative,0,0
2252:2,2252:2:1,NULL,SERVICE#GENERAL,negative,0,0
215:0,215:0:0,الفندق,HOTEL#QUALITY,negative,0,6
215:0,215:0:1,الاجهزه الكهربائية,ROOMS_AMENITIES#GENERAL,negative,200,218
215:0,215:0:2,فريق الترفيه,SERVICE#GENERAL,negative,230,242
215:0,215:0:3,الأكل,FOOD_DRINKS#QUALITY,positive,274,279
1147:0,1147:0:0,فندق,HOTEL#GENERAL,negative,15,19
1147:0,1147:0:1,حمامات السباحه,FACILITIES#CLEANLINESS,negative,90,104
1147:0,1147:0:2,الطعام,FOOD_DRINKS#STYLE_OPTIONS,negative,135,141
1147:0,1147:0:3,الخدمات,SERVICE#GENERAL,negative,174,181
1147:0,1147:0:4,مياه الشرب,SERVICE#GENERAL,negative,200,210
1147:0,1147:0:5,المشروبات الغازيه,FOOD_DRINKS#QUALITY,negative,218,235
1147:0,1147:0:6,معاملتهم,SERVICE#GENERAL,negative,258,266
1189:0,1189:0:0,موقع,LOCATION#GENERAL,positive,16,20
1189:1,1189:1:0,غرفة,ROOMS#GENERAL,positive,0,4
1189:1,1189:1:1,القناة,LOCATION#GENERAL,positive,27,33
1189:2,1189:2:0,NULL,HOTEL#PRICES,positive,0,0
1189:3,1189:3:0,فريق عمل,SERVICE#GENERAL,positive,0,8
89:0,89:0:0,أقامه,HOTEL#GENERAL,positive,0,5
89:0,89:0:1,الخدمة,SERVICE#GENERAL,positive,39,45
89:0,89:0:2,مطعم الرئيسي,FACILITIES#GENERAL,positive,121,133
1557:0,1557:0:0,الفندق,HOTEL#GENERAL,negative,51,57
1557:0,1557:0:1,غرف,ROOMS#CLEANLINESS,negative,69,72
1557:0,1557:0:2,الطعام,FOOD_DRINKS#QUALITY,negative,83,89
1557:0,1557:0:3,المشروبات,FOOD_DRINKS#QUALITY,negative,164,173
1557:1,1557:1:0,أداره الفندق,SERVICE#GENERAL,negative,0,12
2271:0,2271:0:0,NULL,HOTEL#QUALITY,negative,0,0
2271:0,2271:0:1,NULL,HOTEL#PRICES,negative,0,0
2271:1,2271:1:0,الفندق,HOTEL#MISCELLANEOUS,neutral,4,10
2271:2,2271:2:0,سعره,HOTEL#PRICES,negative,90,94
2271:2,2271:2:1,الإقامة,HOTEL#GENERAL,neutral,106,113
2271:3,2271:3:0,غرفة,ROOMS#PRICES,negative,38,42
2271:3,2271:3:1,ديكور,ROOMS#DESIGN_FEATURES,negative,57,62
2271:3,2271:3:2,NULL,ROOMS_AMENITIES#QUALITY,negative,0,0
2271:4,2271:4:0,الفندق,HOTEL#PRICES,negative,1,7
2038:0,2038:0:0,NULL,HOTEL#COMFORT,negative,0,0
2038:1,2038:1:0,فندق,HOTEL#GENERAL,positive,0,4
2038:1,2038:1:1,NULL,HOTEL#CLEANLINESS,positive,0,0
2038:2,2038:2:0,NULL,HOTEL#COMFORT,negative,0,0
2038:3,2038:3:0,الناس,SERVICE#GENERAL,negative,0,5
2038:3,2038:3:1,الفندق,HOTEL#COMFORT,negative,55,61
264:0,264:0:0,فندق,HOTEL#COMFORT,positive,0,4
264:0,264:0:1,مسبح,FACILITIES#GENERAL,positive,97,101
264:0,264:0:2,الغرف,ROOMS#DESIGN_FEATURES,positive,180,185
264:0,264:0:3,المطاعم,FACILITIES#MISCELLANEOUS,positive,258,265
1728:0,1728:0:0,اسعار,HOTEL#PRICES,negative,48,53
1728:1,1728:1:0,للتيار الكهربائي,FACILITIES#QUALITY,negative,21,37
1728:1,1728:1:1,الخدمة,SERVICE#GENERAL,negative,38,44
1728:2,1728:2:0,الاكل,FOOD_DRINKS#QUALITY,negative,7,12
1728:3,1728:3:0,سيارات,FACILITIES#GENERAL,negative,4,10
1512:0,1512:0:0,موقع,LOCATION#GENERAL,neutral,0,4
1512:0,1512:0:1,الاستقبال,SERVICE#GENERAL,positive,19,28
1512:0,1512:0:2,الغرف,ROOMS#DESIGN_FEATURES,positive,39,44
1512:0,1512:0:3,الاسرة,ROOMS_AMENITIES#COMFORT,positive,54,60
1512:0,1512:0:4,الخدمة,SERVICE#GENERAL,positive,78,84
1512:1,1512:1:0,غرفه,ROOMS_AMENITIES#DESIGN_FEATURES,neutral,168,172
1512:1,1512:1:1,الخدمة,SERVICE#GENERAL,neutral,179,185
2024:0,2024:0:0,مكان,HOTEL#GENERAL,negative,0,4
2024:1,2024:1:0,الفندق,HOTEL#GENERAL,negative,4,10
2024:2,2024:2:0,موقع,LOCATION#GENERAL,positive,6,10
2024:2,2024:2:1,إطلالات,HOTEL#DESIGN_FEATURES,positive,20,27
2024:3,2024:3:0,الغرف,ROOMS#GENERAL,neutral,5,10
2024:4,2024:4:0,الطعام,FOOD_DRINKS#QUALITY,negative,0,6
2024:5,2024:5:0,الحمامات,ROOMS#CLEANLINESS,negative,0,8
2024:6,2024:6:0,الطاقم,SERVICE#GENERAL,negative,23,29
820:1,820:1:0,موقع,LOCATION#GENERAL,positive,0,4
820:1,820:1:1,الغرف,ROOMS#CLEANLINESS,positive,37,42
820:1,820:1:2,البرك,FACILITIES#CLEANLINESS,positive,44,49
820:1,820:1:3,الشاطئ,FACILITIES#CLEANLINESS,positive,55,61
820:2,820:2:0,خدمه,SERVICE#GENERAL,positive,0,4
820:2,820:2:1,المنتجع,HOTEL#COMFORT,positive,112,119
1286:0,1286:0:0,فندق,HOTEL#GENERAL,positive,40,44
1286:1,1286:1:0,الفندق,LOCATION#GENERAL,positive,9,15
1286:1,1286:1:1,مراكز التسوق,FACILITIES#MISCELLANEOUS,positive,46,58
1286:2,1286:2:0,المطاعم,FACILITIES#GENERAL,positive,1,8
1286:3,1286:3:0,الغرف,ROOMS#GENERAL,positive,1,6
1286:3,1286:3:1,NULL,ROOMS#DESIGN_FEATURES,positive,0,0
1508:0,1508:0:0,سعر,HOTEL#PRICES,positive,0,3
1508:0,1508:0:1,مكان,LOCATION#GENERAL,positive,91,95
1508:0,1508:0:2,سعر,HOTEL#PRICES,positive,103,106
1508:0,1508:0:3,سعر,ROOMS#PRICES,positive,176,179
1508:1,1508:1:0,المعبد الذهبي,LOCATION#GENERAL,positive,63,76
2198:0,2198:0:0,السعر,HOTEL#PRICES,negative,0,5
2198:1,2198:1:0,انشطة,HOTEL#MISCELLANEOUS,negative,9,14
2198:1,2198:1:1,خدمة,SERVICE#GENERAL,negative,90,94
2198:2,2198:2:0,فريق العمل,SERVICE#GENERAL,negative,0,10
2198:2,2198:2:1,المعاملة,SERVICE#GENERAL,negative,32,40
2198:2,2198:2:2,فريق العمل,SERVICE#GENERAL,negative,47,57
2198:2,2198:2:3,المكان,HOTEL#GENERAL,negative,101,107
1678:0,1678:0:0,مكان,LOCATION#GENERAL,positive,65,69
592:0,592:0:0,خليج,LOCATION#GENERAL,positive,71,75
592:0,592:0:1,الشقة,FACILITIES#DESIGN_FEATURES,positive,86,91
592:0,592:0:2,مطبخ,FACILITIES#DESIGN_FEATURES,positive,152,156
592:1,592:1:0,الشقق,ROOMS#GENERAL,negative,9,14
592:1,592:1:1,المسبح,FACILITIES#DESIGN_FEATURES,negative,72,78
944:0,944:0:0,إقامةٌ,HOTEL#PRICES,positive,0,6
944:0,944:0:1,الفندق,HOTEL#GENERAL,positive,167,173
944:1,944:1:0,رحلات السفاري,SERVICE#GENERAL,positive,6,19
857:0,857:0:0,فندق,HOTEL#GENERAL,positive,0,4
857:0,857:0:1,خدماته,SERVICE#GENERAL,positive,22,28
857:0,857:0:2,الخدمات,SERVICE#GENERAL,positive,37,44
857:1,857:1:0,الغرف,ROOMS#CLEANLINESS,positive,12,17
857:1,857:1:1,موظفو النظافة,SERVICE#GENERAL,positive,19,32
857:1,857:1:2,المطعم,FACILITIES#GENERAL,positive,33,39
857:1,857:1:3,الطعام,FOOD_DRINKS#STYLE_OPTIONS,positive,50,56
857:2,857:2:0,موظفو الاستقبال,SERVICE#GENERAL,positive,0,15
857:2,857:2:1,الإقامة,HOTEL#COMFORT,positive,81,88
1604:0,1604:0:0,فندق,HOTEL#GENERAL,positive,0,4
1604:0,1604:0:1,الموقع,LOCATION#GENERAL,positive,21,27
1604:1,1604:1:0,موظفي الاستقبال,SERVICE#GENERAL,positive,5,20
1604:1,1604:1:1,خدمه الغرف,SERVICE#GENERAL,positive,30,40
1604:1,1604:1:2,طعام,FOOD_DRINKS#QUALITY,positive,61,65
1604:2,1604:2:0,فندق,HOTEL#GENERAL,positive,0,4
1604:2,1604:2:1,موقع,LOCATION#GENERAL,positive,73,77
1102:0,1102:0:0,العاملون,SERVICE#GENERAL,positive,81,89
1102:1,1102:1:0,الغرف,ROOMS#GENERAL,positive,52,57
1102:1,1102:1:1,منظر,LOCATION#GENERAL,positive,68,72
1102:1,1102:1:2,تجربة,HOTEL#GENERAL,positive,89,94
2266:0,2266:0:0,NULL,HOTEL#COMFORT,negative,0,0
2266:1,2266:1:0,مكان,HOTEL#PRICES,negative,4,8
2266:2,2266:2:0,غرفت,ROOMS#COMFORT,negative,53,57
2266:3,2266:3:0,الشاطئ,FACILITIES#COMFORT,negative,28,34
2266:3,2266:3:1,فريق العمل,SERVICE#GENERAL,negative,122,132
2266:3,2266:3:2,NULL,HOTEL#COMFORT,negative,0,0
423:0,423:0:0,الفندق,HOTEL#COMFORT,positive,0,6
423:1,423:1:0,فندق,HOTEL#GENERAL,positive,0,4
423:1,423:1:1,البحر,LOCATION#GENERAL,positive,34,39
423:2,423:2:0,خدمات,SERVICE#GENERAL,positive,1,6
423:2,423:2:1,موظفين,SERVICE#GENERAL,positive,79,85
423:3,423:3:0,المطاعم,FACILITIES#QUALITY,positive,1,8
878:0,878:0:0,فندق,HOTEL#QUALITY,positive,0,4
878:0,878:0:1,معاملة الموظفين,SERVICE#GENERAL,positive,59,74
878:1,878:1:0,الفطور,FOOD_DRINKS#STYLE_OPTIONS,positive,0,6
878:2,878:2:0,الجناح,ROOMS#DESIGN_FEATURES,positive,29,35
878:2,878:2:1,الحرم,LOCATION#GENERAL,positive,57,62
878:3,878:3:0,المياه,FACILITIES#GENERAL,positive,25,31
878:4,878:4:0,اسواق,ROOMS_AMENITIES#GENERAL,positive,17,22
878:4,878:4:1,مطاعم,ROOMS_AMENITIES#GENERAL,positive,24,29
1663:0,1663:0:0,قيمة,HOTEL#PRICES,neutral,0,4
1663:0,1663:0:1,مرافق,FACILITIES#GENERAL,neutral,116,121
1663:0,1663:0:2,الينابيع,FACILITIES#GENERAL,positive,145,153
1663:1,1663:1:0,المسبح,FACILITIES#DESIGN_FEATURES,negative,10,16
1663:1,1663:1:1,NULL,FACILITIES#CLEANLINESS,negative,0,0
381:0,381:0:0,NULL,ROOMS#CLEANLINESS,negative,0,0
800:0,800:0:0,الفندق,HOTEL#GENERAL,positive,8,14
800:0,800:0:1,الفطور,FOOD_DRINKS#QUALITY,positive,50,56
800:0,800:0:2,إقامه,HOTEL#COMFORT,positive,62,67
800:1,800:1:0,خدمات الفندق,SERVICE#GENERAL,positive,6,18
800:1,800:1:1,الفندق,HOTEL#GENERAL,positive,51,57
800:1,800:1:2,سعره,HOTEL#PRICES,positive,78,82
800:1,800:1:3,الخدمات,SERVICE#GENERAL,positive,108,115
248:0,248:0:0,فندق,HOTEL#MISCELLANEOUS,positive,0,4
248:0,248:0:1,طاقم موظفين,SERVICE#GENERAL,positive,71,82
248:0,248:0:2,المطعم,FACILITIES#GENERAL,positive,107,113
248:0,248:0:3,وجبة الفطور,FOOD_DRINKS#QUALITY,positive,126,137
248:1,248:1:0,انترنت,FACILITIES#PRICES,positive,36,42
33:0,33:0:0,إقامة,HOTEL#GENERAL,positive,0,5
33:0,33:0:1,فندق,HOTEL#GENERAL,positive,35,39
33:1,33:1:0,الموظفين,SERVICE#GENERAL,positive,4,12
33:1,33:1:1,الغرف,ROOMS#CLEANLINESS,positive,23,28
33:1,33:1:2,سرير,ROOMS#COMFORT,positive,47,51
33:2,33:2:0,طعام الإفطار,FOOD_DRINKS#QUALITY,positive,0,12
33:2,33:2:1,الموظفين,SERVICE#GENERAL,positive,57,65
918:0,918:0:0,الفندق,HOTEL#GENERAL,negative,9,15
918:1,918:1:0,الفندق,HOTEL#GENERAL,negative,4,10
918:1,918:1:1,الإفطار,FOOD_DRINKS#QUALITY,negative,24,31
918:2,918:2:0,إجراءات الوصول والمغادرة,SERVICE#GENERAL,neutral,0,24
918:3,918:3:0,المبنى,LOCATION#GENERAL,negative,1,7
918:3,918:3:1,الفندق,HOTEL#GENERAL,neutral,41,47
918:4,918:4:0,NULL,LOCATION#GENERAL,positive,0,0
918:5,918:5:0,NULL,HOTEL#GENERAL,neutral,0,0
1581:0,1581:0:0,غرفة,ROOMS#CLEANLINESS,negative,38,42
1581:0,1581:0:1,السرير,ROOMS#GENERAL,negative,65,71
1581:0,1581:0:2,السرير,ROOMS#QUALITY,negative,192,198
1581:0,1581:0:3,الارضيات,ROOMS_AMENITIES#CLEANLINESS,negative,222,230
1581:0,1581:0:4,الفندق,HOTEL#GENERAL,neutral,282,288
2253:0,2253:0:0,مكان,HOTEL#GENERAL,negative,9,13
2253:1,2253:1:0,طعام الإفطار,FOOD_DRINKS#QUALITY,negative,4,16
2253:1,2253:1:1,NULL,FOOD_DRINKS#STYLE_OPTIONS,negative,0,0
2253:2,2253:2:0,اللوبي,FACILITIES#QUALITY,positive,20,26
2253:3,2253:3:0,فريق العمل,SERVICE#GENERAL,positive,5,15
2253:4,2253:4:0,الموقع,LOCATION#GENERAL,positive,14,20
2031:0,2031:0:0,NULL,HOTEL#QUALITY,negative,0,0
2031:1,2031:1:0,الغرفة,ROOMS#CLEANLINESS,negative,6,12
2031:1,2031:1:1,السجاد,ROOMS_AMENITIES#QUALITY,negative,58,64
2031:2,2031:2:0,NULL,HOTEL#QUALITY,negative,0,0
2031:2,2031:2:1,NULL,HOTEL#COMFORT,negative,0,0
2031:3,2031:3:0,الفندق,HOTEL#PRICES,negative,66,72
1201:0,1201:0:0,فندق,HOTEL#QUALITY,positive,18,22
1201:0,1201:0:1,NULL,HOTEL#QUALITY,positive,0,0
1201:1,1201:1:0,الفندق,HOTEL#QUALITY,positive,28,34
1201:2,1201:2:0,للمال,HOTEL#PRICES,positive,11,16
1201:2,1201:2:1,الخدمة,SERVICE#GENERAL,positive,18,24
2098:0,2098:0:0,خدمة,SERVICE#GENERAL,positive,55,59
2098:0,2098:0:1,خدمة,SERVICE#GENERAL,positive,100,104
2098:0,2098:0:2,خدمة,SERVICE#GENERAL,positive,131,135
2098:0,2098:0:3,الاكل,FOOD_DRINKS#QUALITY,positive,198,203
455:0,455:0:0,فندق,HOTEL#GENERAL,neutral,0,4
455:0,455:0:1,فندق,HOTEL#GENERAL,neutral,17,21
455:0,455:0:2,الغرف,ROOMS#GENERAL,negative,109,114
455:1,455:1:0,شطاف,ROOMS_AMENITIES#GENERAL,negative,10,14
455:1,455:1:1,الأثاث,ROOMS_AMENITIES#GENERAL,negative,36,42
455:1,455:1:2,الخدمة,SERVICE#GENERAL,negative,82,88
455:1,455:1:3,خدمة المطعم,SERVICE#GENERAL,negative,101,112
455:1,455:1:4,الطعم,FOOD_DRINKS#QUALITY,negative,129,134
594:0,594:0:0,الموقع,LOCATION#GENERAL,positive,22,28
594:0,594:0:1,طاقم العمل,SERVICE#GENERAL,positive,59,69
594:1,594:1:0,الطاقم,SERVICE#GENERAL,positive,12,18
594:1,594:1:1,مسبح,FACILITIES#DESIGN_FEATURES,positive,61,65
594:1,594:1:2,تليفزيون,ROOMS_AMENITIES#QUALITY,positive,72,80
594:1,594:1:3,إنترنت,FACILITIES#PRICES,positive,91,97
594:2,594:2:0,فندق,HOTEL#GENERAL,positive,29,33
594:2,594:2:1,خدمته,SERVICE#GENERAL,positive,38,43
1657:0,1657:0:0,خدمة,SERVICE#GENERAL,positive,13,17
1717:0,1717:0:0,تصميم الفندق,HOTEL#QUALITY,negative,21,33
1717:0,1717:0:1,NULL,HOTEL#DESIGN_FEATURES,negative,0,0
1717:1,1717:1:0,حمام سباحة,FACILITIES#GENERAL,negative,1,11
1717:2,1717:2:0,الطعام,FOOD_DRINKS#QUALITY,neutral,0,6
1717:2,1717:2:1,فريق المسئولين,SERVICE#GENERAL,negative,20,34
1717:2,1717:2:2,أثاث الغرف,ROOMS#QUALITY,negative,41,51
1717:3,1717:3:0,حمام سباحة,FACILITIES#GENERAL,positive,5,15
1717:3,1717:3:1,حديقة,FACILITIES#GENERAL,positive,65,70
1717:4,1717:4:0,الخدمة,SERVICE#GENERAL,negative,0,6
1717:4,1717:4:1,خدمة الغرف,ROOMS#GENERAL,positive,46,56
1135:0,1135:0:0,الموسيقى,FACILITIES#COMFORT,negative,93,101
1456:0,1456:0:0,غرفة,ROOMS#DESIGN_FEATURES,positive,0,4
1456:0,1456:0:1,الموقع,LOCATION#GENERAL,positive,90,96
1456:0,1456:0:2,الغرفة,ROOMS#GENERAL,positive,132,138
1456:0,1456:0:3,الغرف,ROOMS#COMFORT,positive,161,166
1255:0,1255:0:0,NULL,HOTEL#GENERAL,positive,0,0
1255:1,1255:1:0,الفندق,HOTEL#PRICES,positive,55,61
1255:2,1255:2:0,الخدمات,SERVICE#GENERAL,positive,0,7
1255:2,1255:2:1,الإدارة,SERVICE#GENERAL,positive,24,31
1255:2,1255:2:2,منطقة الانتظار,FACILITIES#QUALITY,negative,48,62
1255:3,1255:3:0,الغرف,ROOMS#GENERAL,positive,0,5
1255:3,1255:3:1,الحمامات,ROOMS#QUALITY,negative,23,31
2159:0,2159:0:0,اهتمام,SERVICE#GENERAL,negative,40,46
2159:0,2159:0:1,اهتمام,SERVICE#GENERAL,negative,175,181
2159:1,2159:1:0,NULL,FACILITIES#GENERAL,negative,0,0
2159:2,2159:2:0,المطبخ,FOOD_DRINKS#MISCELLANEOUS,negative,53,59
2159:2,2159:2:1,العمال,SERVICE#GENERAL,negative,74,80
2159:2,2159:2:2,NULL,SERVICE#GENERAL,negative,0,0
681:0,681:0:0,الاستقبال,SERVICE#GENERAL,positive,64,73
681:0,681:0:1,التعامل,SERVICE#GENERAL,positive,80,87
681:0,681:0:2,الفندق,HOTEL#CLEANLINESS,positive,53,59
681:0,681:0:3,السرير,ROOMS_AMENITIES#COMFORT,positive,118,124
681:0,681:0:4,اسعار,ROOMS_AMENITIES#PRICES,positive,159,164
681:0,681:0:5,موقع,LOCATION#GENERAL,positive,208,212
903:0,903:0:0,المنتجع,HOTEL#CLEANLINESS,positive,0,7
903:0,903:0:1,الخدمه,SERVICE#GENERAL,positive,19,25
903:0,903:0:2,الاستقبال,SERVICE#GENERAL,positive,38,47
903:1,903:1:0,الغرف,ROOMS#GENERAL,positive,2,7
903:1,903:1:1,المرافق,FACILITIES#GENERAL,positive,15,22
903:2,903:2:0,المسبح,FACILITIES#DESIGN_FEATURES,positive,40,46
903:2,903:2:1,NULL,HOTEL#DESIGN_FEATURES,positive,0,0
261:0,261:0:0,خدمة,SERVICE#GENERAL,positive,0,4
261:0,261:0:1,خدمة,SERVICE#GENERAL,positive,13,17
261:1,261:1:0,غرفة,ROOMS#GENERAL,neutral,0,4
261:1,261:1:1,تلفزيون,ROOMS_AMENITIES#GENERAL,positive,12,19
261:1,261:1:2,مواقد,ROOMS_AMENITIES#GENERAL,positive,35,40
932:0,932:0:0,الاجهزة الكهربائية,ROOMS_AMENITIES#GENERAL,negative,0,18
932:0,932:0:1,الشاشات,ROOMS_AMENITIES#QUALITY,negative,29,36
932:0,932:0:2,الكعبة,LOCATION#GENERAL,negative,86,92
932:1,932:1:0,الحمام,FACILITIES#QUALITY,negative,0,6
932:1,932:1:1,الاستقبال,SERVICE#GENERAL,negative,98,107
932:1,932:1:2,خدمة الغرف,SERVICE#GENERAL,negative,109,119
932:2,932:2:0,قسم الصيانه,SERVICE#GENERAL,negative,6,17
932:2,932:2:1,افياش الكهرباء,ROOMS#QUALITY,negative,63,77
971:0,971:0:0,فندق,LOCATION#GENERAL,positive,6,10
971:0,971:0:1,تعامل,SERVICE#GENERAL,positive,26,31
971:0,971:0:2,خدمة,SERVICE#GENERAL,positive,44,48
971:0,971:0:3,الفندق,LOCATION#GENERAL,positive,58,64
971:0,971:0:4,سعر,HOTEL#PRICES,positive,116,119
971:1,971:1:0,الموقع,LOCATION#GENERAL,positive,21,27
971:1,971:1:1,الخدمه,SERVICE#GENERAL,positive,35,41
971:1,971:1:2,النظافة,HOTEL#CLEANLINESS,positive,52,59
971:1,971:1:3,الفندق,HOTEL#CLEANLINESS,positive,161,167
511:0,511:0:0,الموظفون,SERVICE#GENERAL,positive,0,8
511:0,511:0:1,الموقع,LOCATION#GENERAL,positive,18,24
511:1,511:1:0,موقع,LOCATION#GENERAL,positive,59,63
511:1,511:1:1,سعر,HOTEL#PRICES,positive,79,82
511:2,511:2:0,الموظفون,SERVICE#GENERAL,positive,4,12
1165:0,1165:0:0,فندق,HOTEL#GENERAL,positive,0,4
1165:0,1165:0:1,الفندق,LOCATION#GENERAL,positive,19,25
1165:0,1165:0:2,البحر,LOCATION#GENERAL,positive,72,77
1165:0,1165:0:3,اسعاره,HOTEL#PRICES,positive,93,99
1165:0,1165:0:4,الغرف,ROOMS#CLEANLINESS,positive,108,113
1165:0,1165:0:5,المطعم,FACILITIES#GENERAL,positive,121,127
1165:0,1165:0:6,العاملين,SERVICE#GENERAL,positive,180,188
1165:1,1165:1:0,الانترنت,FACILITIES#GENERAL,neutral,10,18
1165:1,1165:1:1,الفندق,HOTEL#GENERAL,neutral,52,58
1165:1,1165:1:2,الوجبات,FOOD_DRINKS#QUALITY,neutral,113,120
742:0,742:0:0,موقع هذا الفندق,LOCATION#GENERAL,positive,89,104
742:0,742:0:1,الاسواق,FACILITIES#GENERAL,positive,139,146
742:0,742:0:2,المطاعم,FACILITIES#GENERAL,positive,148,155
742:0,742:0:3,المتاجر,FACILITIES#GENERAL,positive,157,164
283:0,283:0:0,معاملة,SERVICE#GENERAL,positive,14,20
283:0,283:0:1,معاملة,SERVICE#GENERAL,positive,39,45
283:0,283:0:2,الغرفة,ROOMS#GENERAL,positive,57,63
283:0,283:0:3,المرافق,FACILITIES#GENERAL,positive,74,81
283:1,283:1:0,الخدمة,SERVICE#GENERAL,positive,0,6
1245:0,1245:0:0,نزل,HOTEL#GENERAL,positive,0,3
1245:1,1245:1:0,غرف,ROOMS#DESIGN_FEATURES,positive,0,3
1245:2,1245:2:0,الحديقة,FACILITIES#GENERAL,positive,0,7
1245:3,1245:3:0,مكان,LOCATION#GENERAL,positive,71,75
1245:3,1245:3:1,سيارة,FACILITIES#PRICES,positive,135,140
1064:0,1064:0:0,محل المشروبات,FACILITIES#GENERAL,positive,0,13
1064:1,1064:1:0,موقع,LOCATION#GENERAL,positive,0,4
1064:2,1064:2:0,الفندق,HOTEL#CLEANLINESS,positive,4,10
1064:2,1064:2:1,إدارته,SERVICE#GENERAL,positive,23,29
1064:2,1064:2:2,المال,HOTEL#PRICES,positive,46,51
1064:3,1064:3:0,NULL,LOCATION#GENERAL,negative,0,0
1064:4,1064:4:0,مصعد,FACILITIES#GENERAL,negative,7,11
1064:4,1064:4:1,الإقامة,HOTEL#GENERAL,positive,75,82
1452:0,1452:0:0,NULL,HOTEL#QUALITY,positive,0,0
1452:1,1452:1:0,NULL,LOCATION#GENERAL,positive,0,0
1452:2,1452:2:0,غرف,ROOMS#DESIGN_FEATURES,positive,0,3
1452:2,1452:2:1,بوفيه,FOOD_DRINKS#QUALITY,positive,37,42
1452:2,1452:2:2,الأسعار,HOTEL#PRICES,positive,67,74
535:0,535:0:0,مكان,HOTEL#GENERAL,positive,0,4
535:0,535:0:1,المكان,HOTEL#GENERAL,positive,37,43
535:0,535:0:2,خدمة,SERVICE#GENERAL,positive,84,88
535:1,535:1:0,وجبيتى الإفطار والعشاء,FOOD_DRINKS#QUALITY,positive,0,22
535:1,535:1:1,الشاطئ,FACILITIES#CLEANLINESS,positive,63,69
1975:0,1975:0:0,NULL,HOTEL#GENERAL,positive,0,0
1975:1,1975:1:0,موقع,LOCATION#GENERAL,positive,0,4
1975:2,1975:2:0,فندق,HOTEL#QUALITY,negative,0,4
1975:2,1975:2:1,أثاث,HOTEL#MISCELLANEOUS,positive,21,25
1975:2,1975:2:2,NULL,ROOMS_AMENITIES#QUALITY,negative,0,0
1975:2,1975:2:3,NULL,HOTEL#GENERAL,positive,0,0
1975:3,1975:3:0,الأسعار,HOTEL#PRICES,positive,1,8
1975:4,1975:4:0,NULL,HOTEL#QUALITY,negative,0,0
1975:5,1975:5:0,إيجار للسيارات,HOTEL#MISCELLANEOUS,positive,5,19
1975:5,1975:5:1,حوض سباحة,FACILITIES#GENERAL,positive,21,30
1975:6,1975:6:0,المطعم,FACILITIES#GENERAL,positive,0,6
1975:6,1975:6:1,البهو,FACILITIES#QUALITY,negative,19,24
1291:0,1291:0:0,موظفوا الفندق,SERVICE#GENERAL,positive,20,33
