rid,id,text
188,188:0,فندق جميل وموقعه جيد فندق ممتاز للعائلات وقريب من مركز التسوق سهل الوصول إليه من الفندق وانصح بزيارته وجميل لشهر العسل
188,188:1,وتعامل موظفين الاستقبال متعاونين ولطفاء ولكن توجد مشكله حيث وصلت الفندق الساعة 3 ونصف والغرف لم تكن جاهزة ولكن تم الاعتذار من موظفي الاستقبال لتأخير فاكر إدارة الفندق
280,280:0,موقع غير عادي موقع الفندق غير عادي فهو قريب من أكبر شارع تجاري في برلين و أكبر مول تجاري k D We وهو أيضا قريب من حديقة الحيوان بي برلين .
280,280:1,الغرف واسعة و مريحة و بوفيه الافطار يوجد به تشكيلة واسعة من المأكولات أما عن طقم الفندق فهو فوق المستوى و اجراءات الدخول الدخول الخروج تتم بسرعة فائقة
1038,1038:0,فندق جميل على البحر الأحمر فندق لطيف. الموقع مثالي على البحر الأحمر و الذي لديه بعض من أفضل الشعاب المرجانية في العالم.
1038,1038:1,الإطلالات مذهلة من الشرفة. المطاعم هنا رائعة بما في ذلك وجبة الإفطار.
1038,1038:2,. طاقم العاملين دائماً على استعداد للمساعدة. و أوصي بالجولة في القارب ذو القعر الزجاجي لرؤية الشعاب المرجانية. أحببت هذا المكان، وآمل أن أذهب إلى هناك مرة أخرى.
1761,1761:0,شاطئ خاص لطيف وقريب من أماكن الجذب السياحية في الغردقة إذا كنت ترغب بالبقاء لوقتٍ اطول في quot;الغردقةquot; وفي ظروفٍ جيدة، فبإمكانك اختيار هذا الفندق
1761,1761:1,هناك شاطئ خاص بالقرب من الفندق (حوالي 50 متر)، وحوض سباحة في الهواء الطلق، ومطعم، بالإضافة إلى الحانة.
1761,1761:2,الغرف أنيقة وبعضها يطل على البحر، وكان الموظفون لطفاء جداً ومتعاونون!
2279,2279:0,فندق كادس  عدت للتو من نادي بلايا فلوريس. ولكي أكون صادقا فإنني لن أعود مرة أخرى إلى هناك لأن الفندق كان مملاً وبدون جو.
2279,2279:1,تم اعطاء الفندق درجة كراون ولكنه يستحق نجمتين فقط.
2279,2279:2,الشقق تعود لما قبل الستينيات والوقت الذي دخلت فيه إلى القرن الواحد والعشرين.
2279,2279:3,أفضل شيء كان الحانة / المطعم. كاثي وإيان وسو: كاثي وإيان يمتلكون الحانة / المطعم وتقوم سو بمساعدتهم. كانوا مفيدين جداً.
2279,2279:4,لا يوجد موظفون للمنتجع لذا عليك الاعتماد على موظفي الحانة.
2279,2279:5,كذلك فإن هذا المكان هو لكبار السن بشكل أساسي.
2279,2279:6,لا توجد هواتف في الغرف.
1433,1433:0,فندق نظيف وموقعه ممتاز .. هذا الفندق جيد جدا بالنسبه لكثير من الفنادق فى الاسكندريه ... من خلال زياراتى للعديد من الفنادق فى الاسكندريه لا اجد مستوى جيد من النظافه .. هذا الفندق نظيف الحمام نظيف ايضاا.. موقعه ممتاز فهو يقع فى قلب مول جرين بلازا
1433,1433:1,.الفندق  هادئ .. العامليين ودوديين جداا .. اذا كانت زيارتك للاسكندريه تتطلب فقط مكانا نظيف ومرتب للنوم فهذا هو الفندق المطلوب..
2287,2287:0,سئ للغاية
2287,2287:1,سافرت الي هناك من 13-9-2013 حتي 16-9-2013 وللاسف لم استمتع نظرا للمعاملة السيئة جدا من الاصطاف المصري اللذين لا يتعاملون باحترام سوي مع الزائر الاجنبي والسبب معروف طبعا
2287,2287:2,بالاضافة الي قلة ذوق المسئولين عن الاكوا بارك في التعامل وخاصة شخص يدعي محمود الذي قال لي في احدي المرات (لو مش عاجبك روح اشتكييني في الرسيبشن)
2287,2287:3,اما الشئ الوحيد الذي كان ممتع فكان الاصطاف الاجنبي لولاه لما استمرينا اكثر من يوم واحد
2287,2287:4,لذلك لا انصح احد بهذا الفندق فهو عقيم جدا وغير ممتع علي الاطلاق  وائل اسماعيل 01222259054
1242,1242:0,مكان جميل ورائع ونظيف جدا والأجمل الناس وروح المكان اللي فيه في بيتك كل حاجه بيتى ترتيب واستقبال والترحاب كأنك عنهم ويتمنى يرجع يزورهم ومريحة
1242,1242:1,الواحد ما كانش عايز يمشي منه ويستحق ثاني اقرب وقت بأذن الله كل الناس اللي هناك جميلة الشكر خصوصا للناس اللي بتسهر للفجر زي وما حدا اشتكى او قصر بينا في الديوالي و المكان كله كان احتفالات وبهجة واحتفلوا .
2171,2171:0,موقع جيد وموظفين سىء
2171,2171:1,موقع الفندق جبد جداولكن الأداره التى تدير هذا الفندق سيئه جداوبعض من الموظفين الذى يعمل وللاسف منهم مدير المشروبات وألاغذيه الذى يطلق على نفسه انه فوق الجميع ولا احد يمكن ان يحاسبه فهو ادارى فندقى غير مؤهل للتعامل مع النزلاء واسلوبه سىء جدا فى مخاطبة النزلاء
2171,2171:2,اما عن الأكل سىء جدا والعصائر والمشروبات كلها مزوده بالمياه للاسف الاداره ضعيفه جدا حتى المستوى الأخلاقى للسائحين الروس منخفض جدا وكان ذلك فى اكتوبر 2012
223,223:0,فريق عمل وقح وبغيض  فريق العمل غير متعاون، بغيض، وقح جداً، عند الحجز سريعو الغضب واستجاباتهم على استفساراتي الأولية غير مهنية. استناداً إلى طريقتهم في التواصل لن أفكر في هذا الفندق على الإطلاق مرة أخرى حيث يوجد الكثير من الفنادق بتصنيف أفضل وموقع أفضل في هذه المدينة الجميلة. كن حذراً!
900,900:0,جيد جداً نوعاً ما .. النظافة ممتازة ، الراحة ، الهدوء ، قنوات التلفاز مكتملة ما عدا قناة الجزيرة الأخبارية ، ممتاز كل ما ذكر ،،
900,900:1,بالنسبة للواي فاي ضعيف وانت بالغرفه
537,537:0,عطله ممتعة الفندق رائع من حيث الموقع فالشاطئ ممتاز والبحر جميل جدا والاكوا فوق الممتازة وفريق العمل متعاون جدا
537,537:1,واللعب مسليه وممتعة لجمبع أفراد العائله بالنسبة للمطعم والبارات فالخدمة فوق الممتازة سواء فى تنوع الاكل او مذاقه وايضا تعاون الشيفات والعاملين بالمطعم والبارات خاصة الشيف محسن والشيف حسن
1073,1073:0,اقامه طيبه وعائليه زبون دائم . الفندق كما لو انت في بيتك من أمن و أمان
1073,1073:1,و هو خالي من الكحول يتمتع بالنظافة التامة و الإقامة الطيبه وأيضا تنوع الاطباق بشكل دائم نحو الافضل
1073,1073:2,وأتمني الحفاظ علي أســــــعاره الذي يجذب الكثير من السياح للفندق
1073,1073:3,وشكر خاص لطاقم العمل بالكامل . والخدمة ممتازة طوال ال 24 ساعة . شكرا جزيلا
550,550:0,شقق جميلة جدًا كنت في دبي لمدة أسبوع في يناير، كان مثل الحلم، كان تايم أوبال جميلًا جدًا، والشقق نظيفة ومجهزة ومرتبة وبها كافة المرافق.، ولكن الواي فاي غال جدًا، وكنا أربعة فحجزنا شقتين، كل واحدة بغرفة نوم واحدة، وحمامان، وغرفة معيشة وغرفة طعام ومطبخ. وهي بجوار مركز الإمارات التجاري ومحطة المترو.
1313,1313:0,فندق جميل جدا فعلا من اجمل فنادق واحة سيوة من حيث الخدمة والاقامة والهدوء يقع فى اجمل بقاع الارض ومحاط بالحدائق والخضرة الجميلة
1313,1313:1,يوجد به مجموعة من الشباب تحت خدمتك فى اى وقت
1313,1313:2,كما يقوم الفندق بتوفير المواصلات للتجوال فى بين اثار المدينة صاحب الفندق هو من قام بتصميمة بنفسة من حيث الشكل البيئى اتمنى من كل من يرغب بزيارة الواحة الجميلة بالاقامة فى هذا الفندق الجميل
1400,1400:0,اتمنى العوده كل ما اود قوله انه من اجمل الاماكن التى قمت بزيارتها واتمنى العوده الى هناك مرات اخرى وليس مره ولست وحدى الذى لديه هذه الرغبه بل كل افراد العائله لدرحة انهم كانو رافضين المغادره وكان من سوء حظنا اننا حاولنا مد المده ولاكن لم نتمكن من كثرة الحجوزات وللعلم انى قمت بدعوة جميع اقاربى واصدقائى الى زيارت هذا المنتجع وبالفعل قام البعض منهم بالذهاب الى هناك
393,393:0,تجربة رائعة مع انتركنتنتال الخبر تجربة رائعة مع انتركنتنتال الخبر حيث كان المكان المناسب والفندق الممتاز
393,393:1,وكذلك المطعم الرائع والجودة الممتاز من حفاوة الاستقبال والمظهر العام للفندق اكثر من ممتاز
393,393:2,وكذلك غرف الفندق كانت اطلاتها ساحرة وخلابة ونظافة الغرف مع دورات المياه وكل شي في الفندق جميل جدا
2037,2037:0,"لا يوجد امان في الفندق , لقد تم فتح الخزنة الخاصة بي في الفندق و سرقة مبلغ 4000 ريال وحين تبليغهم بذلك انكرو جميعا وفي نفس الوقت تم سرقة مبلغ اخر من نزيل اخر وكان ردهم نفس الشيئ ,"
2037,2037:1,النظافة سيئة جدا العفش الموجود في الغرفة قديم جدا
525,525:0,ممتاز للغاية الفندق رائع جدا . وهو يعتبر من ارقي وأجمل وأفخم فندق في المركزية الجنوبية.ويمتاز برقي الفندق والخدمة ..
525,525:1,الغرف ممتازة واستقبال رائع والمستوى ممتاز جدا . اقامتى فيه جدا مريحة .. المطعم ممتاز .. ويعتبر قريب من الحرم النبوى.. شكرا للجميع في فندق كراون بلازا المدينه .هو اختيار دائما
1353,1353:0,"أحببته.أقيم هناك كل شهر تقريبا. كان الموظفون ودودين ولطفاء للغاية كالمعتاد. كما يعرفون ما أفضله. كان Dublin Arms كما أعتدت رؤيته, وأحب ذلك هناك."
1353,1353:1,كانت فرقة العزف الجديده على ما يرام.
1353,1353:2,"تمتعت مجددا بالمطعم الإيطالي Don Corleone. فالطعام يكون ممتاز في كل مرة أقيم هناك. ويوجد خيارات جيدة لتناول وجبة الإفطار, بل وتم تحسينها. لا يمكنني الانتظار حتى موعد رحلتي القادمة."
2093,2093:0,تجربة سيئة تجربة سيئة لا تستحق ربع ما دفع لأجلها. لانظافة ولاعمالة مدربة ولا موقع مناسب. لايوجد خدمات بقرب هذة الشقق. بالتأكيد انها تجربة لن تتكرر في هذة الشقق. #1641;#1632;#1632; ريال في اليوم مبلغ مبالغ فيه جداً جداً مقابل هذة الخدمات.
1618,1618:0,"هيلتون دريمز الشرم الفندق جميل ويوجد فيه حممات للسباحة بشكل كاف ورائع ومتعددة قضينا نحن والعائلة اجازة ممتعة فيه ,"
1618,1618:1,الشيء الوحيد الذي لم يعجبني الاكل فلم يكن بالمستوى المطلوب. اتمنى العودة مرة اخرى لانها كانت اقامة جميلة واهم ما يميز الفندق موقعه حيث انه قريب من التمشاية ومن كافة المناطق الحيوية بالفعل انه رائع
1599,1599:0,المرة الثانية لي في هذا الفندق، سوف آتي مرة أخرى. الموقع، بالقرب من جميع الأماكن؛ حيث يقع مول ديرة سيتي سنتر على الجانب الآخر.
1599,1599:1,وتتوفر سيارات الأجرة طوال الوقت، كما أن سيارات الليموزين غير باهظة الثمن.
1599,1599:2,هناك مطعم تركي ممتاز في الجوار. يتوفر في الغرفة أيضًا الشاي والقهوة والغلاية. الغرف نظيفة وفريق العمل متعاون.
1337,1337:0,الاردن -الكرك شكر خاص لادارة فندق دومينا كورال باى اكوا مرين“ اتقدم بالشكر الى ادارة الفندق على الاهتمام بالنزلاء ومستوى الخدمه التى يقوموا بتقديمها الينا من مستوى راقى فى التعامل معنا
1337,1337:1,وجمال حمام السباحه والشاطى
1337,1337:2,والغرف واستقبال موظفين المكاتب الامامية كما اختص بالشكر مستر عمرو بالمكاتب الامامية كما اتمنى لكم التوفيق ومزيد من الرقى والتقدم لتنشيط السياحه فى مصر
15,15:0,إستراحتي المفضلة يعتبر الفندق من أفضل الفنادق الموجودة في إمارة أبو ظبي من حيث الموقع والخدمات والتطوير الدائم والتحسين المستمر والملحوظ في مستوى أداء الخدمة . بالنسبة لي شخصياً قرية البري مكان إستراحتي المفضلة في كل إجازة أو زيارة لأبوظبي
1404,1404:0,مكان رائع للسياح الذين يحملون أمتعتهم على ظهورهم المكان ودود للغاية ومضياف. مفيد جداً في تقديم المساعدة ورائع في الحصول على عروض جيدة على الرحلات والمعارف في الأقصر كذلك.
1404,1404:1,ومقابل السعر الذي تدفعه، تحصل على عرض رائع حول الإقامة: وهو جيد بحسب معايير الجوالة المصريين الذين يحملون الحقائب على ظهورهم. المناظر من السطح رائعة، والمكان هناك سيكون رائعاً حالما يتم تنظيفه.
214,214:0,أكثر من رائع الحقيقة كانت ذكرى جميلة جداً مش هنساها أبداً..... نزلت فى جناح فى الدور بتاع ستار وود جست فى الدور السابع.... عاملت تشك اين فى الدور نفسه مش تحت فى الرسبشن.
214,214:1,الغرفة كانت واسعة أوى و مريحة جداً وفيها كل اللى أنا و مراتى عايزيمه لدرجة أننا مخرجناش علشان نفضل قاعدين فى الأوضة
323,323:0,تجربة سيئة كنت قد أقمت ليلة واحدة في هذا الفندق. وكانت تجربة سيئة للغاية. كان هناك الكثير من الضجيج والتكييف لم يكن جيدا بما فيه الكفاية.
323,323:1,وكانت السيدة في مكتب الاستقبال جيدة وتحب المساعدة على خلاف بقية الموظفين الذين لم يكونوا جيدين، وطلب مني رجال الأمن مفتاح غرفتي، وكان ذلك غريباً جداً؟؟؟
2174,2174:0,سىء جدا كان أسوأ فندق الخدمه للمصريين سيئة جدا حمامات السباحه قديمه جدا وغير نظيفة بالمره ولا بها فتحات تجديد للمياه
2174,2174:1,الفندق به كمية زواحف غير عاديه وبه كمية من القطط حول حمامات السباحه
2174,2174:2,اما بالنسبه للغرف فلا يوجد بها تلاجات سوى مينى بار  متهالك جدا وصغير جدا.
2174,2174:3,اما البحر فالمشايه المؤديه للبحر متهالكه تماما ويوجد بها منزل خشب بدون سلالم حتى حبل الكور  متراكم عليه طحالب واشياء سيئه.
2174,2174:4,اما المطعم لا يوجد به مياه للشرب سوى زجاجات المياه المعدنيه والزجاجه ب:12جنيه مصرى.
2113,2113:0,تجربة غير جيدة ساءت الخدمات في ياسات جلوريا كثيرا عن السابق والحجز يختلف عن موقع بوكينق
2113,2113:1,ونظافة الغرفة اقل من المتوقع، لم تكن هذه الزيارة الاولى لي لكنها الاخيرة وللاسف بعد انتشار التوصيات على الفندق لم يعد يهتم بالجودة !!
752,752:0,جيد لكن الخدمة الملكية سيئة جدا ويجب ان تحضر كل شي بنفسك من السوق لأنهم لا يردون اولا وثانيا لا يستجيبون لك اذا كان هناك
752,752:1,والتأخر عند المصاعد من الأشياء الاعتيادية حيث انه دائما هناك صيانة الى احد المصاعد فا الانتظار #1633;#1637; دقيقه شيئ جدا عادي عند المصاعد
1415,1415:0,الفندق جداً رائع فيما يقدمه من خدمات ونظافة ولكن هنالك عدة عيوب وهي عدم وجود رشاش الماء للوضوء في الحمام وعدم وجود مواقف مضلله
1415,1415:1,وبعده عن المجمعات المعروفة مثل الافنيوز و360 حيث يقع في اقصى الكويت ويبعد كثيرا عن اماكن الترفيه الاخرى مثل الاكوا بارك وشارع الخليج وغيره ويبعد عن مطار الكويت الدولي .. وهناك عيب ايضا فالفندق حيث يقع بجانب مقبره .
86,86:0,يوم ملعون في يومي الأخير في شانغهاي  موظف الاستقبال الذي اسمه جون يحتاج إلى تعلم الكثير من الدروس في الأخلاق. لا يمكنه خدمة الناس. إنه *****. وعذرًا لمن يرون تعليقي قاسيًا. أنا فقط أشعر بالارتياح وأنا أقول ذلك. ولكن في المجمل، الفندق رائع.
1813,1813:0,مكان مناسب فندق مناسب و موقع قريب من السوق المركزي و قريب من مجموعة مطاعم من جميع انحاء العالم
1813,1813:1,الغرف كييرة و نظيفة  شاشة التلفاز كبيرة و لكن لا توجد قنوات عربية  خدمة الاستقبال عادية  و خدمة الافطار و المتوفر لا بأس به من اختيارات
1813,1813:2,لا يتم ترتيب الغرف في الوقت المناسب انما يتم تاخيره الى ما بعد الساعة الثالثة ظهرا  السرير مريح جدا و كبير  المصاعد لا باس بها و لكن تحتاج نوعا من التجديد
372,372:0,"الأكثر قيمة للنقود المدفوعة جئت هنا لأسبوع في نوفمبر 2012. كان في الغرفة تكييف, غرفة استحمام و حمام. 30 مترا على الشاطىء, 20 مترا من محلات الشارع."
372,372:1,"مكان جميل و هادىء, رغم أن المدخل الأمامي لا يبدو واعدا. ربما ينقص الغرفة كرسي (لترمي عليه ملابسك و ما شابه), لكن مهلا, ب 8.50 أورو لشخصين لليلة؟"
164,164:0,كان فندق نينا أبرز ما أدهشنا في جولتنا في تركيا.  فندق رائع ومركزي في اسطنبول.
164,164:1,كانت الخدمة ممتازة من بوابين يتحلون بالودية، شاب متعاون يحمل حقائبنا، أطعمة وخدمات المطعم ممتازة من كل النواحي - جميع العاملين في الفندق كانوا رائعين. نوصي بهذا الفندق إلى حدٍ كبير روب و إيفون من استرالينا
1348,1348:0,أفضل رحلة سفاري لقد شاركت في العديد من مخيمات السفاري من قبل و يوم الجمعة الماضي ظننت إنها مجرد أحد رحلات السفاري العادية في الإمارات العربية المتحدة.
1348,1348:1,عند وصولنا. دهشت. لابد أن أقول أن كل توقعاتنا قد تحققت، وحتى أكثر من ذلك، فقد تمتعنا بالخدمة الممتازة وتلقينا اهتماما خاصا طوال فترة وجودنا. وفي النهاية أود أن أؤكد للجميع بألا يذهبوا لرحلات سفاري مع أي شخص آخر!!
1591,1591:0,فندق رائع وفاخر  فندق فيرتا كان فاخرا للغاية مع خدمة عملاء رائعة. أحد الأشياء المميزة كانت الجلوس على شرفة البار في الشمس واحتساء النبيذ من قائمة واسعة من النبيذ.
1591,1591:1,الفندق يبدو فخما للغاية. الحمام كان جميلا. بالإضافة إلى ذلك، فإن ستائر التعتيم كانت رائعة وكان السرير مريحا بامتياز، وذلك لضمان نوم رائع في الليل.
939,939:0,خدمة لطيفة موظفون ودودون و متعاونون و على استعداد دائم لتقديم المساعدة وأحيانا يكون ذلك شيئا ضروريا جدا في بلد آخر.
939,939:1,تشكيلة واسعة من الأطعمة و التي تكون حقا جيدة جدا.
939,939:2,مكوث أسبوع واحد في هذا الفندق. سأذكر دائما جميل جدا
939,939:3,أوصي أولئك اللذين يرغبون بالتسوق. (لأن الفندق يقع في نفس شارع أكسفورد في لندن )
1158,1158:0,فندق جيد جدا من خلال تجربتي فهذا الفندق ارى ان الفندق هادي ونظيف وسهل الوصول اليه مع تميز الخدمه فيه لذلك و ما ازور دبي احجز في هذا الفندق لكن توجد بعض الملاحضات مثل الماء في دورات المياة بدون ضغط كذلك الحمامات ضيقه بعض الشى لكن هذا لايقلل من روعة الفندق .
1158,1158:1,يوجد به موظفو استقبال على خلق جميل. يقدمون الخدمة الممتازة للنزلاء وخاصة الاخت (مريم )  اتمنى التوفيق الادارة الفندق .
2081,2081:0,موظفة الاستقبال غير محترفة لم يكن الفندق سيئاً، فقد كان لديهم شاطئٌ لطيفٌ والكثير من الأنشطة، ولكن لدي تعليقين، وهما: أولاً، لم تكن موظفة الاستقبال محترفة، وكانت تتصرف بطريقة مضطربة، وثانياً، الطعام الذي كان سيئاً حقاً.
2290,2290:0,رصيف بلادك احسن من فندق جندر
2290,2290:1,فندق يفتقر الى ادنى درجات السياحة ، فهو للوساخة عنوان في غرفه وخدماته وطعامه حتى الاواني التي يقدمون فيها الطعام غير مغسولة وعليها بقايا الاكل والشرب السابق،
2290,2290:2,والعاملين في الفندق جلفين وغي متعاونين .
2290,2290:3,يعني من الاخر كله على بعضه زبالة . وكنا مجموعة كبيرة نزلنا به والكل كان لديه نفس الانطباع والندم على زيارة انتاليا عن طريق هذا الذي يسمونه فندق وهو بالأصح اشبه بالسجن.
2290,2290:4,نصيحتي لكم اذا كان حجزكم في هذا الفندق ان تلغوا الحجز او الغاء الرحلة كامله اذا لم تستطيعوا. نصيحة مجرب
1156,1156:0,فندق لزوّار القرية العالمية ودبي لاند والسوق الصيني إقامة جيدة لمدة سبع ساعات بعد زيارة القريه العالمية و حديقة الزهور .. حيث كانت الغرفه عائليه عدد 3 سرير و المساحه كانت صغيره
1156,1156:1,نسبيا بين السرير و السرير الآخر ... ينصح به لمن يريد زيارة القريه العالمية و حديقة الزهور و السوق الصيني الغرفة تحوي شاشة تلفزيون كبيرة و ميني بار و توزيع إضاءه جيدجداً في الغرفة التكلفة ممتازه
2003,2003:0,فندق جيد بطاقم سيء
2003,2003:1,يبدو وكأن الموظفين غير مدربين جيدا على استقبال السائحين، أو أنه لايروق لهم العرب،
2003,2003:2,الاستقبال كان سيء وموظفة الاستقبال كانت سيئة التعامل وكأنها تلقي علينا الأوامر،
2003,2003:3,الفطور كان ضعيف،
2003,2003:4,مايميز هذا الفندق هو مواقف السيارات المجانية فقط
1995,1995:0,في حاجة ماسة للإصلاح الفندق في حاجة ماسة للتجديدات،
1995,1995:1,لكن الغرفة كانت على ما يرام، نظيفة و لم يكن الفراش سيئاً للغاية و الطعام أيضاً.
1995,1995:2,لكن طاقم العمل كان مُعاوناً.
1995,1995:3,إذا كنت تريد مكاناً للنوم فهو جيد و لكن ليس أكثر من ذلك.
1995,1995:4,الشاطيء في نفس حالة الفندق.
597,597:0,أوافق .. يحتاج إلى تجديد شامل كان أفضل منتجع في مدينة الخبر. الموقع والمرافق، للأسف، لم يجرى لهم أي تجديد حتى الآن، فأنت تشم رائحة الطعام منذ لحظة وصولك، وترغب في وضع فاصل زجاجي بين المطعم واللوبي. كما أن الشاليه به الأثاث نفسه منذ 5 سنوات، فهو قديم، ومكسور الحواف، ويحتاج لتجديد وإلا سيخسرون العمل
168,168:0,لا تذهبْ أسوأ  بيت شبابٍ  في العالم!!! كل شيء كان فعلاً فعلاً قذراً! على الملاءات كان هناك بقع وشَعرٌ لم يكن شعرنا! لم تكن هناك أي مفاتيح في الحمام وفريق العمل غير لطيفين على الإطلاق. النتيجة: إنه كابوس! من قبل سائحيْنِ إيطاليّيْنِ بائسيْن
467,467:0,فندق رائع فندق جميل خمسة نجوم قريب من الحرم المكي وقريب من باب دخول النساء وكذلك باب زيارة الروضة الشريفة
467,467:1,الغرف مساحتها متوسطة ليست بالضيقة ولا الواسعة ومستوي النظافة ممتاز
467,467:2,وكذلك مقابلة موظفين الاستقبال ودودة وتوافر عدد مناسب من المصاعد السريعة الفخمة لقد كانت تجربة مميزة الإقامة في هذا الفندق
273,273:0,فندق متميز ومكان رائع الفندق موقعه أكثر من ممتاز مكان حيوي جدا ومميز ومستوى الأكل فيه رائع والخدمة ممتازة والعاملين في الفندق ودودين جدا
273,273:1,وأود أن اشكر جميع العاملين فى مطعم أبى قير على ذوقهم وحسن ترحابهم بنا انصح كل من يريد ان يستمتع بموقع تجارى مميز وخدمه عاليه الجودة انه يزور هذا المكان
1856,1856:0,ليس بالموقع يتم التقييم موقع الفندق ممتاز و لكن ليس ذلك هو الاهم حيث ان التقييم يشمل الكثير الغير موجود بالمره فى هذا الفندق
1856,1856:1,فالبدايه تجد موظفى الاستقبال بعيدين عن مهمتهم تماما حيث لابد ان نكون اجانب لكى نحظى بالاهتمام وكل ذلك ينطبق على باقى خدمات الفندق
305,305:0,مكان لقضاء الوقت مع العائلة  يقع الفندق فى ضواحى مدينة بنغالور في عقار كبير. حديقة مصانة جيدا وحمام سباحة كبير يتيحان لك قضاء وقت جيد
305,305:1,يضم تجهيزات ألعاب داخلية وخارجية مصانة جيدا. مطاعم جيدة لتناول الطعام.
305,305:2,الغرف كريهة الرائحة بسبب السجاجيد السيئة ولقد تمكننا من العثور على حشرات في سريرنا.
2128,2128:0,تجنب هذا المكان  الغرف قذرة. كان فريق العمل والإدارة غير محترفين. قضيت هنا بضعة أيام وأوصي بشدة بالإقامة بعيدًا عن هذا quot;المنتجعquot;. إن التوقعات من فريق العمل منخفضة بوضوح نظرًا لمستوى الزبائن. إنهم يعاملون الجميع هنا بشك وعدم احترام.
1916,1916:0,من أسوء الفنادق من حيث الطعام كل الاكل الموجود بالفندق فاسد و يتجمع الذباب عليه و الطعام غير صالح للاستخدام الآدمى
1916,1916:1,أما الترفيه فى الفندق جيد.
1916,1916:2,أما بخصوص الزيت المقلى يصل درجة لونه الى اللون الاسود و ذلك يتسبب فى أمراض كثيرة...لا رقابة على الطعام الموجود داخل الفندق
45,45:0,فندق ممتاز لقد أقمنا هنالك لمدة ثلاثة أيام خلال الأسبوعين الماضيين. كانت إقامة مريحة جدا.
45,45:1,تمت ترقيتنا إلى مستوى الغرف الخاصة برجال الأعمال. كانت الغرف واسعة جدا. قام الموظفين بتقديم خدمة سريعة و لطيفة.
45,45:2,الموقع مريح حقا. لقد استمتعنا للغاية.
745,745:0,يتمتع هذا الفندق بموقع ممتاز حيث القرب من اماكن الاعمال والتسوق ويتميز بوجود بهو كبير (لوبي) للجلوس والاسترخاء ،
745,745:1,كما ان جميع العاميلن في هذا الفندق يتمتعون بحسن الضيافه والاستقبال ،
745,745:2,فعلا احسست كأني في بيتي شكرا لجميع العاملين في هذا الفندق العريق
1080,1080:0,فندق ممتاز
1080,1080:1,الفندق ممتاز في كثير من الاشياء مثل الموقع  والاستقبال الودي الرائع وموظفي الاستقبال الخدومين جدا
1080,1080:2,وتصميم الغرف الرائع ومساحتها الواسعة وحداثتها من حيث الاثاث والتصميم بالإضافة الى تجهيزها بكل المستلزمات التي يحتاجها السائح
1080,1080:3,كذلك الفندق هادئ لاتوجد ضوضاء
1080,1080:4,اما تقييمي للفطور فهو متوسط من حيث المكان فمكان الفطور بجانب الفندق ومن حيث النوع
917,917:0,فندق يقدم للنزيل أكثر مما يتوقع
917,917:1,جمع هذا الفندق بين ميزات متعددة موقعه الهادئ والخدمة المميزة والشعور بأن هذا الفندق هو المكان الأنسب لقضاء أجمل الأوقات وأسعده
917,917:2,كما أن الموظفين بداية من الاستقبال وخدمة الغرف وعاملي المطعم وجميع العاملين بشكل عام حريصين أشد على الحرص على راحة النزيل  شكرا لكم جميعا
720,720:0,هذة ثالث رحلة إلى مكة داخل فنادق آل البيت و أفضل خدمة و أفضل قيمة للفنادق الأخرى
720,720:1,انصح للنزول لهذا الفنق عن غيره في مجموعة فنادق أبراج الساعة بمكة موقع الفندق من الداخل قليلا عن بعض الفنادق و لكنني لم ألاحظ ذلك و كانت الخدمة العالية عوضا لي
869,869:0,كانت اقامتي بهذا الفندق كابوس بمعني الكلمه وبدايته مع الاستقبال والانتظار لأكثر من ساعتين للحصول علي الغرقه مع العلم انه عندي حجز مسبق قبل شهر
869,869:1,ولم أعطي الغرفه الا بعد ان فقدت أعصابي وقمت بالصراخ علي الاستقبال .
869,869:2,نظافه الغرفه وخدمة الزبائن حدث ولا حرج .
869,869:3,المطعم كانك داخل في حرب ولا يوجد عاملين كفايه
1033,1033:0,قضينا أفضل وقت على الإطلاق  فندق لطيف جداً! كنا مع صديقي في العام الجديد!
1033,1033:1,حفلة عظيمة! وقت ممتع هناك!
1033,1033:2,كان الطعام جيداً جداً، شهياً ومتنوعاً!
1033,1033:3,ديسكو رايق! فريق التسلية طريف للغاية! لن تشعر بالضجر هناك ليلاً ونهاراً! أنصح به الجميع خاصة إذا كنت ذاهباً مع الأصدقاء للمتعة! ( كنا هناك منذ أسبوعين! وسنرجع إليه عما قريب مع المزيد من الأصدقاء)
993,993:0,منتجع راقي وهادئ منتجع رائع جدا وموقعه ممتاز وسعره جدا معقول ويستاهل اكثر لن انسى رحابة صدرهم وحسن تعاملهم
993,993:1,خدماته ومرافقهة ومطاعمه حلوة وراقية وكل شي فيه جميل ومنظم
993,993:2,اذا تجلس على الشاطى يقدمون لك الفوط وثلاجة صغيرة بها ماء ومشروب بارد واذا كنت بالحصن يقدمون لك بخاخات ماء للوجه صحيه اكيد راح ارجع لهذا المنتجع الرائع واشكر كل الموظفين على حسن تعاملهم
105,105:0,غرف واسعة أقمت في الفندق في ابريل غرف الفندق واسعة واطلالتها بانوراميه جميله بحيث تتكون واجهة الغرفه بالكامل من الزجاج مما يعطي منظر رائع وخاصة اثناء النهار
105,105:1,الفندق يقع وسط العديد من الخدمات والمطاعم الاستقبال ممتاز وتعامل الموظفين رائع
