rid,id,text
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:3,"Toevallig net in de aanbieding voor maar EUR 155, -."
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:4,"Wel even huiverig voor Windows, maar dit was echt onterecht."
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:5,Deze telefoon werkt supersnel en heel soepel.
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:6,"Er zijn inderdaad wat minder apps verkrijgbaar vergeleken met Android, maar alles wat je nodig hebt is er."
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:7,"En wat er is, werkt super."
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:8,Het toestel maakt ook geweldige foto's met de 8MP camera.
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:9,"Voordeel van Windows is ook, dat je gewoon je Windows kunt upgraden (binnenkort mogelijk van Windows 8.1 naar Windows 10) en zonder kosten."
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:10,Dat is bij Android vaak niet mogelijk en zit je vast aan een oude versie omdat de fabrikant geen update aanlevert.
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:11,Ze willen liever dat je een nieuwe smartphone koopt.
Microsoft_Lumia_640_4,Microsoft_Lumia_640_4:12,Ik denk dat deze Windows Phone een succes gaat worden voor Microsoft.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:1,Anderhalf jaar geleden kreeg ik de Nokia Lumia 1520 bij een abonnement.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:2,Helaas viel deze kort geleden en had ik dus al een paar weken een grote barst in mijn scherm.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:3,"Vanaf het begin vond ik het 6 inch scherm al erg groot, maar toen ik de mobiel bestelde, was dat de beste Windows Phone smartphone."
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:4,Na een lange periode besloot ik toch om een nieuwe telefoon te kopen waarmee ik mijn abonnement nog kan gebruiken; een simlockvrije mobiel.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:5,"Ik kwam uit bij deze smartphone, de Microsoft Lumia 640, en zag de goede reviews op verschillende websites."
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:6,Ook op deze website heb ik toen nog goede reviews gelezen.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:7,"Eigenlijk wilde ik pas aan het einde van dit jaar een nieuwe mobiel kopen (in verband met mijn studie etc.), maar omdat deze relatief goedkoop was besloot ik toch om deze telefoon direct te kopen."
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:8,Inhoudelijke review: Na binnenkomst was ik meteen helemaal weg van het uiterlijk van de Lumia: niet te groot en goed afgewerkt!
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:9,Hij ligt goed in je hand en is makkelijk te besturen.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:10,Ik moest er wel aan wennen dat de navigatieknoppen onderin het scherm zitten in plaats van onderaan de telefoon (wat dus bij mijn Nokia zo is).
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:11,"De telefoon is iets langzamer dan mijn Nokia, maar dat merk je pas bij de zwaardere Apps."
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:12,Bijvoorbeeld Whatsapp werkt vlekkeloos (kleine bugs van de App zelf die ik ook bij de Nokia had).
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:13,"De camera is ook veel beter dan dat ik had verwacht, ik ging natuurlijk van een 21mp naar een 8mp, maar ik kan er alleen maar positief over zijn!"
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:14,Ik mis alleen een cameraknop aan de zijkant van de mobiel (misschien is daar een andere oplossing voor die ik nog niet heb gevonden).
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:15,"De frontcamera, is net zoals bij de andere reviews, niet heel erg spectaculair."
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:16,Dit vind ik echter geen probleem.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:17,Een ander voordeel is de achterkant die eraf kan.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:18,"Dit was bij mijn Nokia onmogelijk, waardoor ik dus geen batterij kon vervangen."
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:19,Als laatste vond ik het erg fijn dat alles kon worden overgezet van mijn Nokia naar mijn Microsoft Lumia.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:20,Zelfs de startpagina van mijn telefoon met de tegels werd compleet overgenomen.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:21,De Apps gingen automatisch downloaden en aankopen waren dus gelijk geïnstalleerd.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:22,"Nadeel: Het geheugen in de telefoon is erg weinig, wel heb je gelukkig de mogelijkheid om een MicroSD kaartje erin te doen."
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:23,"Dit is een goede oplossing, want na een paar Apps was mijn telefoon al vol."
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:24,Conclusie: Dit is naast mijn Nokia de beste smartphone die ik heb gehad.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:25,De Nokia was te groot en dit was na een tijdje erg nadelig.
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:26,"Wel was de Nokia sneller, dus dat is een puntje waaraan ik moet wennen."
Microsoft_Lumia_640_5,Microsoft_Lumia_640_5:27,Verder dus een geweldige telefoon die ik aan iedereen zal aanbevelen.
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:1,Ik heb het toestel nu een paar weken en ben er zeer content mee.
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:2,"Na een HTC HD2 en een HTC One S, is dit mijn derde smartphone met een 4,3 inch scherm."
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:3,"Groter wil ik niet, dat is gewoon onhandig."
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:4,"Wil je niet groter dan dit formaat en toch top specificaties, dan is er maar één keus als je geen iPhone wilt, de Sony Xperia Z1 Compact."
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:5,De HTC One Mini en de Samsung Galaxy S4 Mini hebben de naam wel van hun grote broer maar hebben gewoon simpelere hardware.
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:6,Ze zijn wel goedkoper.
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:7,Er zit nu Android 4.4 Kitkat op.
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:8,Helaas kwam de melding van de update pas nadat ik het toestel al grotendeels had ingesteld en kon toen overnieuw.
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:9,Ik heb er een CaseMate Tough Cover omheen zitten.
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:10,Bij de vorige telefoon had gewoon een flipcover om maar dat gaf niet voldoende bescherming.
Sony_Xperia_Z1_Compact_3,Sony_Xperia_Z1_Compact_3:11,Hopelijk hou ik nu het scherm heel.
Huawei_Ascend_G6_4G_3,Huawei_Ascend_G6_4G_3:1,Sinds 1 maand in bezit.
Huawei_Ascend_G6_4G_3,Huawei_Ascend_G6_4G_3:2,Ben er erg tevreden van.
Huawei_Ascend_G6_4G_3,Huawei_Ascend_G6_4G_3:3,Accu gaat 1-2 dagen mee bij normaal gebruik.
Huawei_Ascend_G6_4G_3,Huawei_Ascend_G6_4G_3:4,Maakt prima foto's.
Huawei_Ascend_G6_4G_3,Huawei_Ascend_G6_4G_3:5,"Is eigenlijk een iPhone, maar dan 400 euro minder...."
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:1,Ik heb de telefoon nu een weekje in gebruik en hij bevalt super.
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:2,"Mijn vorige toestel was de Xperia T en ik wilde geen toestel dat nog groter zou zijn, maar toch goeie specificaties heeft."
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:3,"Eigenlijk heb je dan maar één keus, als je geen iPhone wilt, en dat is de z1 compact."
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:4,Echt het enige nadeel aan deze telefoon is dat het scherm groter had gekund in deze behuizing.
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:5,"De Xperia T is ongeveer even groot, maar heeft een 4,55 inch scherm tegenover 4,3 van de z1 compact."
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:6,"Verder is alles goed aan de telefoon; een mooi scherm, mooi design, goed geluid, prima ontvangst en een hele goede accu."
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:7,De accu gaat met zeer zwaar gebruik gemakkelijk een dag mee.
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:8,Waar ik normaal mn telefoon moest opladen heb ik nu nog een halfvolle accu.
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:9,De gebruikersinterface van Sony is mooier dan van andere fabrikanten en alles werkt soepel en snel.
Sony_Xperia_Z1_Compact_4,Sony_Xperia_Z1_Compact_4:10,Ik kan deze telefoon aan iedereen aanraden die een iets kleiner toestel zoekt dan wat nu de mode is.
Apple_iPhone_5c_8GB_1,Apple_iPhone_5c_8GB_1:1,Toen ik deze telefoon kocht had ik niet veel verwacht maar ik vind hem geweldig.
Apple_iPhone_5c_8GB_1,Apple_iPhone_5c_8GB_1:2,Ik kan er niet van afblijven hij is zeer goed.
Apple_iPhone_5c_8GB_1,Apple_iPhone_5c_8GB_1:3,Alleen jammer dat 8GB niet zo veel is maar hij is zeer goed met alles hij is niet sloom niks prima product.
LG_G3_D855_32GB_versie_4,LG_G3_D855_32GB_versie_4:1,Ik heb de LG G3 nu enkele weken en ben zeer tevreden met dit toestel.
LG_G3_D855_32GB_versie_4,LG_G3_D855_32GB_versie_4:2,"Het is een mooi toestel en voor een QHD-beeldscherm van 5,5 inch toch wel heel erg compact."
LG_G3_D855_32GB_versie_4,LG_G3_D855_32GB_versie_4:3,Ik vind de software van LG erg fijn in gebruik.
LG_G3_D855_32GB_versie_4,LG_G3_D855_32GB_versie_4:4,Wat ik minder vind is zeker de accuduur.
LG_G3_D855_32GB_versie_4,LG_G3_D855_32GB_versie_4:5,Die is wel ernstig kort als je van gamen houdt.
LG_G3_D855_32GB_versie_4,LG_G3_D855_32GB_versie_4:6,"Ik doe dit niet op mijn G3, en dan gaat de G3 een dag van 8u-21u wel mee, maar langer niet."
LG_G3_D855_32GB_versie_4,LG_G3_D855_32GB_versie_4:7,"Wat ik een leuke feature vindt zijn de LG QuickCircle-cases, deze zou ik zeker erbij aanschaffen, want dit geeft je smartphone net een coole look."
LG_G3_D855_32GB_versie_4,LG_G3_D855_32GB_versie_4:8,De LG G3 is gewoon een erg goede telefoon in het high-end segment en voor nog 400 euro heb je een perfecte telefoon!
LG_G3_D855_32GB_versie_4,LG_G3_D855_32GB_versie_4:9,"Ik zou zeker de G3 aanraden (let wel: de G3, niet de G3s, die is toch qua specificaties en gebruik minder fijn dan de G3)."
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:1,Suoer telefoon.
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:2,Mocht ietsje kleiner zijn.
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:3,Goede fotos (kan altijd beter)
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:4,Batterij gaat echt veel langer mee.
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:5,"Ik heb alles sony, gebruik programma play memories home, kan daarmee draadloos de fotos op de pc zetten en draadloos op mijn tv afspelen, ook met muziek en fading."
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:6,Erg mooi!
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:7,In combinatie met de magnetische oplader ook geen klepje meer open te maken.
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:8,"de vorige was een Ray, ging 2,5 jaar mee."
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:9,deze even afwachten..
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:10,Anders stap ik over naar Nokia
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:11,"Hij is wel erg glas, glijd zo overal vanaf."
Sony_Xperia_Z3_Compact_5,Sony_Xperia_Z3_Compact_5:12,Even een back case hoesje (10euro) eroverheen en klaar.
Nokia_Lumia_930_3,Nokia_Lumia_930_3:1,Over smaak valt te twisten maar ik vind het een mooi toestel.
Nokia_Lumia_930_3,Nokia_Lumia_930_3:2,Met een quadcore processor reageert het snel an accuraat.
Nokia_Lumia_930_3,Nokia_Lumia_930_3:3,Het scherm is echt schitterend van kwaliteit en de camera maakt erg mooie foto's maar heeft wel als nadeel dat hij langzaam is.
Nokia_Lumia_930_3,Nokia_Lumia_930_3:4,Ik maak zelf veel foto's en bij snelle acties ben je vaak te laat.
Nokia_Lumia_930_3,Nokia_Lumia_930_3:5,Ook panorama foto's maken is met de huidige apps geen optie.
Nokia_Lumia_930_3,Nokia_Lumia_930_3:6,Bij een windows phone moet je er rekening mee houden dat je qua apps erg ver achter loopt op android en Ios.
Nokia_Lumia_930_3,Nokia_Lumia_930_3:7,Mogelijk dat dit met de komst van windows 10 beter wordt omdat de geruchten zijn dat windows phone dan ook android apps gaat ondersteunen.
Nokia_Lumia_930_3,Nokia_Lumia_930_3:8,"Bij intensief gebruik wordt te telefoon wel erg warm, dit kan als een nadeel gezien worden."
Nokia_Lumia_930_3,Nokia_Lumia_930_3:9,wat ik ook jammer vind van een high end toestel is dat de knopjes aan de zijkand ietwat los zitten en soms een rammelend geluid maken.
Nokia_Lumia_930_3,Nokia_Lumia_930_3:10,Ik heb deze telefoon nu een paar maanden en over het algemeen ben ik er erg tevreden mee.
Samsung_Galaxy_Note_4_3,Samsung_Galaxy_Note_4_3:1,Ik heb deze telefoon ondertussen een week.
Samsung_Galaxy_Note_4_3,Samsung_Galaxy_Note_4_3:2,"Hij hapert niet, en de batterij gaat soms erg lang mee!"
Samsung_Galaxy_Note_4_3,Samsung_Galaxy_Note_4_3:3,"Je moet wel te vinden zijn voor een grote telefoon, het is moeilijker hem ergens weg te steken."
Samsung_Galaxy_Note_4_3,Samsung_Galaxy_Note_4_3:4,Ikzelf moet altijd een handtas meenemen overal of een jas zoeken met erg grote zakken!
Samsung_Galaxy_Note_4_3,Samsung_Galaxy_Note_4_3:5,"Hij is dan wel erg duur, maar volgens mij zeker het geld waard."
Samsung_Galaxy_Note_4_3,Samsung_Galaxy_Note_4_3:6,"Je kan erg veel doen ermee, en je hebt erg veel geheugen op de telefoon zelf."
Samsung_Galaxy_Note_4_3,Samsung_Galaxy_Note_4_3:7,"Het pennetje bij deze gsm gebruik ik dagelijks, het maakt veel dingen een stuk gemakkelijker!"
Samsung_Galaxy_Note_4_3,Samsung_Galaxy_Note_4_3:8,"Kortom is dit een supertelefoon, volgens mij een aanrader!"
Nokia_Lumia_930_1,Nokia_Lumia_930_1:1,Zeer stabiel besturingssysteem.
Nokia_Lumia_930_1,Nokia_Lumia_930_1:2,Windows 8.1 met de live tegels is super.
Nokia_Lumia_930_1,Nokia_Lumia_930_1:3,Nog wel wat minder apps maar binnenkort is dit opgelost.
Nokia_Lumia_930_1,Nokia_Lumia_930_1:4,Camera is zeer goed ook in het donker.
Nokia_Lumia_930_1,Nokia_Lumia_930_1:5,Hij kan tegen een stootje (al vaak laten vallen en geen schade).
Apple_iPhone_6_2,Apple_iPhone_6_2:1,Het is een praktische case en ziet er ook nog eens stijlvol uit.
Apple_iPhone_6_2,Apple_iPhone_6_2:2,Je kunt zonder de case open te slaan opnemen als je gebeld wordt en wanneer je een filmpje bekijkt kun je hem zo openslaan dat je hem kunt neerzetten.
Apple_iPhone_6_2,Apple_iPhone_6_2:3,Goede prijs-kwaliteit verhouding.
LG_Leon_Y50_1,LG_Leon_Y50_1:1,Duidelijke en betaalbare smartphone.
LG_Leon_Y50_1,LG_Leon_Y50_1:2,"De LG leon is heel fijn in gebruik, hij is duidelijk en snel."
LG_Leon_Y50_1,LG_Leon_Y50_1:3,"Alles werkt naar behoren, niks negatiefs op aan te merken."
LG_Leon_Y50_1,LG_Leon_Y50_1:4,"En omdat het enige knopje wat eraan zit op de achterkant zit gaat de telefoon niet meer in je broekzak uit, heel handig!!"
Nokia_Lumia_930_5,Nokia_Lumia_930_5:1,Beste Windows Phone op de markt.
Nokia_Lumia_930_5,Nokia_Lumia_930_5:2,5' scherm is misschien iets te groot voor sommige mensen.
Nokia_Lumia_930_5,Nokia_Lumia_930_5:3,"Zeer snelle telefoon, alle apps reageren heel rap en browse op het internet is ook heel rap en aangenaam."
Nokia_Lumia_930_5,Nokia_Lumia_930_5:4,Standaard zijn er veel apps geïnstalleerd wat het heel makkelijk maakt.
Nokia_Lumia_930_5,Nokia_Lumia_930_5:5,De telefoon heeft een heel mooi scherm en heel krachtige camera (20mp).
Nokia_Lumia_930_5,Nokia_Lumia_930_5:6,"Hij is ook voorzien van een dubbele microfoon op de achterkant voor heel mooie opnames (zoals op festivals,..)"
Nokia_Lumia_930_5,Nokia_Lumia_930_5:7,Scherm is wel gevoelig aan kleine krasjes dus een screen protector is aangeraden.
Nokia_Lumia_930_5,Nokia_Lumia_930_5:8,Versie van Cortana is niet beschikbaar buiten US.
Nokia_Lumia_930_5,Nokia_Lumia_930_5:9,"Kortom, zeer mooie en snelle gsm."
Nokia_Lumia_930_5,Nokia_Lumia_930_5:10,32gb voor geheugen is ruim voldoende voor een normale gebruiker (+8gb op OneDrive) prijs is ook heel goed tov concurrentie.
Nokia_Lumia_930_5,Nokia_Lumia_930_5:11,Laat de Windows store je niet afschrikken.
Nokia_Lumia_930_5,Nokia_Lumia_930_5:12,Ik heb reeds 3 jaar een Windows Phone en ze verbeteren elke dag!
Nokia_Lumia_930_5,Nokia_Lumia_930_5:13,Windows 8.1 laat je toe afbeeldingen achter je tiles te zetten en geven een heel mooi effect!
HTC_Desire_510_2,HTC_Desire_510_2:1,"Een paar dagen gebruik ik nu dit toestel als opvolger van mijn HTC One X en ik ben zeer onder de indruk, mooi beeld, goed geluid, prima interface, alleen het gebruik van de camera is even wennen."
HTC_Desire_510_2,HTC_Desire_510_2:2,Deze smartphone kan makkelijk concurreren met veel duurdere modellen.
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:1,"Mooie telefoon, die erg snel is."
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:2,"Ik moest even wennen, omdat ik van iPhone naar Android ging, maar ik vind het nu echt heel leuk met de widgets en andere dingen die je geheel zelf kunt aanpassen."
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:3,De telefoon ligt goed in de hand en door de zijkanten die een beetje bollig zijn glijdt hij ook niet zo snel uit je handen.
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:4,"Ik heb er wel een hoesje omheen gedaan voor de zekerheid, want de voor- en achterkant zijn wel van glas en ik wil er graag minimaal 2 jaar mee doen."
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:5,Ik weet nog niet wat het klepje voor het oplaadpunt gaat doen.
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:6,"Ik hoop dat die goed blijft functioneren, ondanks dat deze toch 1 keer in de 2 dagen open moet om op te laden."
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:7,"Ja, 1 keer in de 2 dagen!"
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:8,Wat een verademing na een telefoon die maar een halve dag deed met de accu!
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:9,2 dagen red ik makkelijk als ik niet teveel spelletjes doe.
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:10,"Ik weet dus niet of hij ook 2 dagen haalt als je bijvoorbeeld ook muziek zou luisteren, want dat doe ik niet."
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:11,De grootte is ook super.
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:12,"Echt compact, maar dan wel met de specificaties van zijn grote broer!"
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:13,"De camera vind ik prima, al stelt hij soms een beetje moeilijk scherp als je iets in wilt zoomen."
Sony_Xperia_Z3_Compact_1,Sony_Xperia_Z3_Compact_1:14,"Maarja het blijft een telefoon, als ik echt goede foto's wil maken moet ik gewoon mijn goede camera meenemen! ;)"
Sony_Xperia_Z3_Compact_2,Sony_Xperia_Z3_Compact_2:1,Eindelijk eens geen Appel of Samsoeng...
Sony_Xperia_Z3_Compact_2,Sony_Xperia_Z3_Compact_2:2,"Waterdicht, lange batterijduur, prima camera, handig formaat, goede prestaties, stijlvolle vormgeving, geheugen uitbreidbaar: prima eigenschappen die ook echt werken in de praktijk."
Sony_Xperia_Z3_Compact_2,Sony_Xperia_Z3_Compact_2:3,"Heb hem nu bijna een jaar, erg tevreden van."
Sony_Xperia_Z3_Compact_2,Sony_Xperia_Z3_Compact_2:4,"Specificaties toen waren geloof ik beter dan die van de Iphone5, en door een mooie aanbieding nog geen €400 betaald: super deal!"
Sony_Xperia_Z3_Compact_2,Sony_Xperia_Z3_Compact_2:5,Minpunten: 1) die magnetische laad-connector aan de zijkant werkt maar moeizaam en heeft het nu helemaal laten afweten.
Sony_Xperia_Z3_Compact_2,Sony_Xperia_Z3_Compact_2:6,"Zag er veelbelovend uit, met zo'n strakke laaddock waar je telefoon dan inpast, maar niet dus."
Sony_Xperia_Z3_Compact_2,Sony_Xperia_Z3_Compact_2:7,2) camera start soms erg traag op (sekonde of 10 wachten?) maar wellicht moet ik hem gewoon weer eens opschonen
Sony_Xperia_Z3_Compact_2,Sony_Xperia_Z3_Compact_2:8,Best met een dunne case gebruiken want de glazen achterkant is weliswaar heel mooi maar inderdaad kwetsbaar en glad; er bestaan mooie strakke cases die weinig volume toevoegen.
Sony_Xperia_Z3_Compact_2,Sony_Xperia_Z3_Compact_2:9,Maar alles bij elkaar een topproduct!
Sony_Xperia_Z3_Compact_3,Sony_Xperia_Z3_Compact_3:1,"Snel, lange accuduur, goed formaat, goeie foto's, 4g werkt super, maar niet robuust."
Sony_Xperia_Z3_Compact_3,Sony_Xperia_Z3_Compact_3:2,"11 weken in bezit, slechts 3 weken volledig kunnen gebruiken, de andere weken was hij in reparatie, of moest ik wachten op onderdelen."
Sony_Xperia_Z3_Compact_3,Sony_Xperia_Z3_Compact_3:3,"De achterkant is van glas gemaakt, en dat valt erg snel kapot."
Sony_Xperia_Z3_Compact_3,Sony_Xperia_Z3_Compact_3:4,"Daarna is het nooit meer goed gekomen, en loop ik bij de reparatiewinkel de deur plat."
Sony_Xperia_Z3_Compact_3,Sony_Xperia_Z3_Compact_3:5,Glas voor en achter kost 228 euro.
Sony_Xperia_Z3_Compact_3,Sony_Xperia_Z3_Compact_3:6,"Ik ben benieuwd wat de laatste reparatie gaat kosten -de proximity sensor is stuk -, nu bij doet Sony zelf de reparatie."
Sony_Xperia_Z3_Compact_3,Sony_Xperia_Z3_Compact_3:7,"De telefoon heeft nu al 723 euro gekost, and counting."
Sony_Xperia_Z3_Compact_3,Sony_Xperia_Z3_Compact_3:8,"Kortom, ik vind hem geen aanrader."
Sony_Xperia_Z3_Compact_4,Sony_Xperia_Z3_Compact_4:1,Zelf was ik op zoek naar een wat kleine smartphone met een lange batterijduur.
Sony_Xperia_Z3_Compact_4,Sony_Xperia_Z3_Compact_4:2,Na verschillende telefoons bekeken te hebben kwam ik bij de z3 compact uit.
Sony_Xperia_Z3_Compact_4,Sony_Xperia_Z3_Compact_4:3,Kleine smartphone met lange accuduur.
Sony_Xperia_Z3_Compact_4,Sony_Xperia_Z3_Compact_4:4,Mijn vorige smartphone kon ik 2 tot 3x per dag opladen.
Sony_Xperia_Z3_Compact_4,Sony_Xperia_Z3_Compact_4:5,De z3 compact heb ik nu een aantal weken en hoef hem maar om de 2 tot 3 dagen op te laden.
Sony_Xperia_Z3_Compact_4,Sony_Xperia_Z3_Compact_4:6,Het formaat van deze telefoon is ook een voordeel.
Sony_Xperia_Z3_Compact_4,Sony_Xperia_Z3_Compact_4:7,"De z3 compact maakt ook nog eens mooie foto's, ook wanneer het schemerig/donker is."
Sony_Xperia_Z3_Compact_4,Sony_Xperia_Z3_Compact_4:8,Echt een aanrader voor iemand die geen zin meer heeft in constant telefoon aan lader te leggen en die een handzame smartphone zoekt.
Samsung_Galaxy_S5_1,Samsung_Galaxy_S5_1:1,Mijn vrouw is helemaal blij met haar Samsung S5.
Samsung_Galaxy_S5_1,Samsung_Galaxy_S5_1:2,"Uitstekende foto's, verrassend vol en zuiver geluid."
Samsung_Galaxy_S5_1,Samsung_Galaxy_S5_1:3,Heerlijk snel internet en schakelen tussen de apps.
Samsung_Galaxy_S5_1,Samsung_Galaxy_S5_1:4,Bediening is eenvoudig en heb je zo onder de knie.
Samsung_Galaxy_S5_1,Samsung_Galaxy_S5_1:5,Achteraf was zo'n Samsung-mini maar behelpen.
Samsung_Galaxy_S5_1,Samsung_Galaxy_S5_1:6,"Beeldscherm is een waar genot, zowel kwa formaat als helderheid."
Samsung_Galaxy_S5_3,Samsung_Galaxy_S5_3:1,Prima toestel.
Samsung_Galaxy_S5_3,Samsung_Galaxy_S5_3:2,Alles werkt zoals zou behoren.
Samsung_Galaxy_S5_3,Samsung_Galaxy_S5_3:3,"De batterij gaat in ieder geval de hele dag mee, Ook al staat de S Health de hele dag aan."
Samsung_Galaxy_S5_3,Samsung_Galaxy_S5_3:4,Ook heb ik het scherm altijd op helder staan.
Samsung_Galaxy_S5_3,Samsung_Galaxy_S5_3:5,tBij weinig gebruik is de batterij zelfs 2 dagen goed.
Samsung_Galaxy_S5_3,Samsung_Galaxy_S5_3:6,Wat een verademing.
Samsung_Galaxy_S5_3,Samsung_Galaxy_S5_3:7,Het toestel voldoet gewoon aan alles wat je kunt verwachten.
LG_G3_s_D722_1,LG_G3_s_D722_1:1,Ik heb deze telefoon na een dag geretourneerd.
LG_G3_s_D722_1,LG_G3_s_D722_1:2,"Ik houd van lg, vind de telefoons fijn werken en de batterij is altijd een groot pluspunt."
LG_G3_s_D722_1,LG_G3_s_D722_1:3,Maar de camera in deze telefoon viel mij zo tegen dat ik hem terug gestuurd heb.
LG_G3_s_D722_1,LG_G3_s_D722_1:4,"Mijn oude lg (aan vervanging toe wegens te klein intern geheugen) heeft ook 8 megapixels, maar geeft zeker bij inzoomen van de foto's een veel zuiverder beeld."
LG_G3_s_D722_1,LG_G3_s_D722_1:5,De kleuren die deze camera weergeeft zijn wel heel mooi.
LG_G3_s_D722_1,LG_G3_s_D722_1:6,Behalve de camera denk ik wel dat ik tevreden zou zijn geweest over deze telefoon.
LG_G3_s_D722_3,LG_G3_s_D722_3:1,"Ik heb deze nu een kleine maand, dus helemaal zeker kan je nooit zijn, maar in vergelijk tot de galaxy s3 die ik ervoor had vind ik het 100 % vooruitgang."
LG_G3_s_D722_3,LG_G3_s_D722_3:2,"batterij deed ik 1 dag van (met wat geluk) nu 3 en dan heb ik nog over (let wel, ben geen telefoon gamer dus mijn scherm staat niet uren achter elkaar aan."
LG_G3_s_D722_3,LG_G3_s_D722_3:3,"Verder is die makkelijk in gebruik, handige opties voor geluid (stilte modus) en alle opties die je bij andere toestellen ook verwacht."
